Gene stable ID,Zebrafish gene stable ID
ENSRNOG00000003171,ENSDARG00000038609
ENSRNOG00000023226,ENSDARG00000055589
ENSRNOG00000023226,ENSDARG00000036773
ENSRNOG00000023226,ENSDARG00000037425
ENSRNOG00000008056,ENSDARG00000028804
ENSRNOG00000020068,ENSDARG00000112931
ENSRNOG00000011342,ENSDARG00000002745
ENSRNOG00000045933,ENSDARG00000106491
ENSRNOG00000045933,ENSDARG00000078991
ENSRNOG00000016967,ENSDARG00000092162
ENSRNOG00000016967,ENSDARG00000074765
ENSRNOG00000016967,ENSDARG00000001470
ENSRNOG00000016967,ENSDARG00000104293
ENSRNOG00000016967,ENSDARG00000036588
ENSRNOG00000016967,ENSDARG00000088022
ENSRNOG00000016967,ENSDARG00000069471
ENSRNOG00000017412,ENSDARG00000102748
ENSRNOG00000017412,ENSDARG00000106529
ENSRNOG00000010531,ENSDARG00000041660
ENSRNOG00000010531,ENSDARG00000037159
ENSRNOG00000019862,ENSDARG00000089123
ENSRNOG00000019862,ENSDARG00000086337
ENSRNOG00000019862,ENSDARG00000099332
ENSRNOG00000019862,ENSDARG00000099416
ENSRNOG00000019862,ENSDARG00000104775
ENSRNOG00000019862,ENSDARG00000098616
ENSRNOG00000019862,ENSDARG00000103060
ENSRNOG00000019862,ENSDARG00000102159
ENSRNOG00000019862,ENSDARG00000101786
ENSRNOG00000020136,ENSDARG00000017799
ENSRNOG00000020136,ENSDARG00000101595
ENSRNOG00000020136,ENSDARG00000005913
ENSRNOG00000020136,ENSDARG00000102106
ENSRNOG00000020136,ENSDARG00000101407
ENSRNOG00000012947,ENSDARG00000033440
ENSRNOG00000012281,ENSDARG00000087262
ENSRNOG00000012281,ENSDARG00000088366
ENSRNOG00000012281,ENSDARG00000091211
ENSRNOG00000012281,ENSDARG00000024278
ENSRNOG00000029185,ENSDARG00000035535
ENSRNOG00000029185,ENSDARG00000073665
ENSRNOG00000042477,ENSDARG00000102890
ENSRNOG00000013005,ENSDARG00000037188
ENSRNOG00000000921,ENSDARG00000099532
ENSRNOG00000017628,ENSDARG00000033466
ENSRNOG00000017628,ENSDARG00000045408
ENSRNOG00000019643,ENSDARG00000113268
ENSRNOG00000019643,ENSDARG00000069003
ENSRNOG00000010497,ENSDARG00000062467
ENSRNOG00000058714,ENSDARG00000052656
ENSRNOG00000058714,ENSDARG00000074732
ENSRNOG00000058714,ENSDARG00000088023
ENSRNOG00000058714,ENSDARG00000090945
ENSRNOG00000047450,ENSDARG00000008720
ENSRNOG00000002914,ENSDARG00000010978
ENSRNOG00000026853,ENSDARG00000003217
ENSRNOG00000060417,ENSDARG00000018637
ENSRNOG00000004196,ENSDARG00000041232
ENSRNOG00000013890,ENSDARG00000043483
ENSRNOG00000050224,ENSDARG00000003085
ENSRNOG00000004022,ENSDARG00000058127
ENSRNOG00000004022,ENSDARG00000015990
ENSRNOG00000013446,ENSDARG00000045249
ENSRNOG00000043093,ENSDARG00000113932
ENSRNOG00000043093,ENSDARG00000096454
ENSRNOG00000049121,ENSDARG00000001057
ENSRNOG00000009891,ENSDARG00000044625
ENSRNOG00000005264,ENSDARG00000006196
ENSRNOG00000004246,ENSDARG00000011555
ENSRNOG00000010174,ENSDARG00000006877
ENSRNOG00000047319,ENSDARG00000020749
ENSRNOG00000031287,ENSDARG00000106018
ENSRNOG00000031287,ENSDARG00000078760
ENSRNOG00000020102,ENSDARG00000011488
ENSRNOG00000008947,ENSDARG00000075521
ENSRNOG00000008781,ENSDARG00000111290
ENSRNOG00000003203,ENSDARG00000036482
ENSRNOG00000050472,ENSDARG00000100519
ENSRNOG00000052909,ENSDARG00000037350
ENSRNOG00000009205,ENSDARG00000054749
ENSRNOG00000033199,ENSDARG00000037980
ENSRNOG00000060264,ENSDARG00000105169
ENSRNOG00000060264,ENSDARG00000085249
ENSRNOG00000038574,ENSDARG00000074721
ENSRNOG00000051694,ENSDARG00000096255
ENSRNOG00000051694,ENSDARG00000096340
ENSRNOG00000051694,ENSDARG00000096259
ENSRNOG00000023381,ENSDARG00000008948
ENSRNOG00000023381,ENSDARG00000098989
ENSRNOG00000023381,ENSDARG00000069823
ENSRNOG00000012428,ENSDARG00000015890
ENSRNOG00000012428,ENSDARG00000076520
ENSRNOG00000010918,ENSDARG00000036074
ENSRNOG00000006093,ENSDARG00000052713
ENSRNOG00000010728,ENSDARG00000088225
ENSRNOG00000012671,ENSDARG00000100875
ENSRNOG00000055222,ENSDARG00000040988
ENSRNOG00000000695,ENSDARG00000010031
ENSRNOG00000000695,ENSDARG00000056780
ENSRNOG00000006131,ENSDARG00000008105
ENSRNOG00000035522,ENSDARG00000083498
ENSRNOG00000035522,ENSDARG00000081763
ENSRNOG00000011238,ENSDARG00000061841
ENSRNOG00000018027,ENSDARG00000025808
ENSRNOG00000014997,ENSDARG00000006094
ENSRNOG00000029776,ENSDARG00000096255
ENSRNOG00000029776,ENSDARG00000096340
ENSRNOG00000029776,ENSDARG00000096259
ENSRNOG00000037607,ENSDARG00000101406
ENSRNOG00000061711,ENSDARG00000100588
ENSRNOG00000011859,ENSDARG00000017235
ENSRNOG00000011859,ENSDARG00000056186
ENSRNOG00000011847,ENSDARG00000070448
ENSRNOG00000001451,ENSDARG00000030133
ENSRNOG00000001451,ENSDARG00000102022
ENSRNOG00000023459,ENSDARG00000115301
ENSRNOG00000015182,ENSDARG00000099241
ENSRNOG00000015389,ENSDARG00000062137
ENSRNOG00000015389,ENSDARG00000061205
ENSRNOG00000057384,ENSDARG00000011360
ENSRNOG00000002004,ENSDARG00000092269
ENSRNOG00000002004,ENSDARG00000054683
ENSRNOG00000015989,ENSDARG00000060489
ENSRNOG00000013656,ENSDARG00000099840
ENSRNOG00000042776,ENSDARG00000086879
ENSRNOG00000018867,ENSDARG00000105322
ENSRNOG00000023086,ENSDARG00000032532
ENSRNOG00000023086,ENSDARG00000039880
ENSRNOG00000005698,ENSDARG00000039346
ENSRNOG00000051563,ENSDARG00000110710
ENSRNOG00000051563,ENSDARG00000057707
ENSRNOG00000010642,ENSDARG00000091771
ENSRNOG00000018125,ENSDARG00000058292
ENSRNOG00000000060,ENSDARG00000111920
ENSRNOG00000000060,ENSDARG00000018997
ENSRNOG00000009403,ENSDARG00000074909
ENSRNOG00000024711,ENSDARG00000102161
ENSRNOG00000024711,ENSDARG00000060452
ENSRNOG00000048649,ENSDARG00000001817
ENSRNOG00000048649,ENSDARG00000035697
ENSRNOG00000048649,ENSDARG00000058949
ENSRNOG00000004159,ENSDARG00000059701
ENSRNOG00000047303,ENSDARG00000041237
ENSRNOG00000009523,ENSDARG00000101432
ENSRNOG00000022189,ENSDARG00000028386
ENSRNOG00000004858,ENSDARG00000074425
ENSRNOG00000057451,ENSDARG00000006353
ENSRNOG00000026036,ENSDARG00000087798
ENSRNOG00000012156,ENSDARG00000091555
ENSRNOG00000010063,ENSDARG00000058165
ENSRNOG00000010063,ENSDARG00000057029
ENSRNOG00000012273,ENSDARG00000013110
ENSRNOG00000014031,ENSDARG00000077057
ENSRNOG00000020982,ENSDARG00000099022
ENSRNOG00000016179,ENSDARG00000020149
ENSRNOG00000000909,ENSDARG00000034825
ENSRNOG00000016121,ENSDARG00000098074
ENSRNOG00000014382,ENSDARG00000094590
ENSRNOG00000037356,ENSDARG00000042839
ENSRNOG00000043212,ENSDARG00000078058
ENSRNOG00000016360,ENSDARG00000035558
ENSRNOG00000057862,ENSDARG00000102261
ENSRNOG00000018698,ENSDARG00000012577
ENSRNOG00000019857,ENSDARG00000038693
ENSRNOG00000015088,ENSDARG00000059423
ENSRNOG00000027052,ENSDARG00000018334
ENSRNOG00000004532,ENSDARG00000117093
ENSRNOG00000005689,ENSDARG00000045874
ENSRNOG00000037443,ENSDARG00000035608
ENSRNOG00000004831,ENSDARG00000007413
ENSRNOG00000060849,ENSDARG00000008278
ENSRNOG00000015517,ENSDARG00000036855
ENSRNOG00000015517,ENSDARG00000076657
ENSRNOG00000015517,ENSDARG00000078256
ENSRNOG00000015517,ENSDARG00000076472
ENSRNOG00000013257,ENSDARG00000113848
ENSRNOG00000013257,ENSDARG00000063253
ENSRNOG00000008609,ENSDARG00000043035
ENSRNOG00000008609,ENSDARG00000041864
ENSRNOG00000003003,ENSDARG00000013842
ENSRNOG00000054140,ENSDARG00000008494
ENSRNOG00000054140,ENSDARG00000033738
ENSRNOG00000003887,ENSDARG00000111069
ENSRNOG00000003887,ENSDARG00000069701
ENSRNOG00000033652,ENSDARG00000019230
ENSRNOG00000014363,ENSDARG00000013834
ENSRNOG00000034022,ENSDARG00000102307
ENSRNOG00000016670,ENSDARG00000003776
ENSRNOG00000016670,ENSDARG00000063544
ENSRNOG00000052305,ENSDARG00000058528
ENSRNOG00000018468,ENSDARG00000010137
ENSRNOG00000018468,ENSDARG00000103158
ENSRNOG00000016284,ENSDARG00000035290
ENSRNOG00000028674,ENSDARG00000099139
ENSRNOG00000013288,ENSDARG00000005540
ENSRNOG00000020704,ENSDARG00000062085
ENSRNOG00000014856,ENSDARG00000019420
ENSRNOG00000013305,ENSDARG00000060197
ENSRNOG00000052111,ENSDARG00000075936
ENSRNOG00000009993,ENSDARG00000009862
ENSRNOG00000057619,ENSDARG00000055493
ENSRNOG00000012004,ENSDARG00000058746
ENSRNOG00000038331,ENSDARG00000035257
ENSRNOG00000038331,ENSDARG00000099728
ENSRNOG00000015986,ENSDARG00000045596
ENSRNOG00000015986,ENSDARG00000045485
ENSRNOG00000049866,ENSDARG00000103253
ENSRNOG00000006469,ENSDARG00000026577
ENSRNOG00000010234,ENSDARG00000051920
ENSRNOG00000059653,ENSDARG00000070131
ENSRNOG00000034066,ENSDARG00000068992
ENSRNOG00000034066,ENSDARG00000037403
ENSRNOG00000036829,ENSDARG00000075748
ENSRNOG00000061262,ENSDARG00000016782
ENSRNOG00000057044,ENSDARG00000060631
ENSRNOG00000043441,ENSDARG00000070833
ENSRNOG00000038365,ENSDARG00000078221
ENSRNOG00000047165,ENSDARG00000100402
ENSRNOG00000014237,ENSDARG00000018492
ENSRNOG00000038050,ENSDARG00000026072
ENSRNOG00000058956,ENSDARG00000041092
ENSRNOG00000028636,ENSDARG00000097530
ENSRNOG00000028636,ENSDARG00000103017
ENSRNOG00000034221,ENSDARG00000070868
ENSRNOG00000005818,ENSDARG00000092762
ENSRNOG00000005818,ENSDARG00000004386
ENSRNOG00000005818,ENSDARG00000042213
ENSRNOG00000061401,ENSDARG00000028106
ENSRNOG00000051548,ENSDARG00000077261
ENSRNOG00000051548,ENSDARG00000056111
ENSRNOG00000027032,ENSDARG00000079816
ENSRNOG00000003767,ENSDARG00000104103
ENSRNOG00000008444,ENSDARG00000009958
ENSRNOG00000030984,ENSDARG00000117133
ENSRNOG00000039567,ENSDARG00000041575
ENSRNOG00000046479,ENSDARG00000062152
ENSRNOG00000024870,ENSDARG00000003512
ENSRNOG00000057616,ENSDARG00000055026
ENSRNOG00000008074,ENSDARG00000092696
ENSRNOG00000008074,ENSDARG00000002347
ENSRNOG00000043370,ENSDARG00000029248
ENSRNOG00000023220,ENSDARG00000068596
ENSRNOG00000021244,ENSDARG00000030307
ENSRNOG00000047714,ENSDARG00000059305
ENSRNOG00000018716,ENSDARG00000073738
ENSRNOG00000009545,ENSDARG00000098375
ENSRNOG00000047941,ENSDARG00000090072
ENSRNOG00000036622,ENSDARG00000102568
ENSRNOG00000036622,ENSDARG00000075561
ENSRNOG00000036622,ENSDARG00000077481
ENSRNOG00000025516,ENSDARG00000001721
ENSRNOG00000018878,ENSDARG00000079591
ENSRNOG00000017258,ENSDARG00000057688
ENSRNOG00000007951,ENSDARG00000023448
ENSRNOG00000018158,ENSDARG00000045910
ENSRNOG00000008587,ENSDARG00000028663
ENSRNOG00000027057,ENSDARG00000103667
ENSRNOG00000027057,ENSDARG00000098871
ENSRNOG00000019085,ENSDARG00000098868
ENSRNOG00000019085,ENSDARG00000112522
ENSRNOG00000025481,ENSDARG00000031388
ENSRNOG00000014718,ENSDARG00000014674
ENSRNOG00000052010,ENSDARG00000077911
ENSRNOG00000019752,ENSDARG00000101289
ENSRNOG00000019752,ENSDARG00000054447
ENSRNOG00000027282,ENSDARG00000039411
ENSRNOG00000043219,ENSDARG00000051896
ENSRNOG00000011800,ENSDARG00000099124
ENSRNOG00000001259,ENSDARG00000086345
ENSRNOG00000021384,ENSDARG00000026028
ENSRNOG00000008566,ENSDARG00000101306
ENSRNOG00000002549,ENSDARG00000068557
ENSRNOG00000002549,ENSDARG00000038869
ENSRNOG00000050114,ENSDARG00000042936
ENSRNOG00000022893,ENSDARG00000104101
ENSRNOG00000022893,ENSDARG00000001154
ENSRNOG00000009805,ENSDARG00000024209
ENSRNOG00000009492,ENSDARG00000037245
ENSRNOG00000022273,ENSDARG00000060522
ENSRNOG00000012850,ENSDARG00000055429
ENSRNOG00000020225,ENSDARG00000012823
ENSRNOG00000020225,ENSDARG00000060849
ENSRNOG00000008782,ENSDARG00000069855
ENSRNOG00000013386,ENSDARG00000075445
ENSRNOG00000003187,ENSDARG00000062960
ENSRNOG00000050226,ENSDARG00000053365
ENSRNOG00000019024,ENSDARG00000108787
ENSRNOG00000012594,ENSDARG00000100083
ENSRNOG00000005498,ENSDARG00000040907
ENSRNOG00000005498,ENSDARG00000079296
ENSRNOG00000009462,ENSDARG00000044626
ENSRNOG00000001092,ENSDARG00000079862
ENSRNOG00000004084,ENSDARG00000018921
ENSRNOG00000010753,ENSDARG00000007171
ENSRNOG00000008764,ENSDARG00000059006
ENSRNOG00000008764,ENSDARG00000056840
ENSRNOG00000058805,ENSDARG00000014532
ENSRNOG00000031233,ENSDARG00000006409
ENSRNOG00000031233,ENSDARG00000042021
ENSRNOG00000057972,ENSDARG00000062749
ENSRNOG00000042326,ENSDARG00000010130
ENSRNOG00000002216,ENSDARG00000043307
ENSRNOG00000003674,ENSDARG00000056638
ENSRNOG00000046530,ENSDARG00000015989
ENSRNOG00000046530,ENSDARG00000007808
ENSRNOG00000057542,ENSDARG00000025017
ENSRNOG00000004795,ENSDARG00000054060
ENSRNOG00000004162,ENSDARG00000023840
ENSRNOG00000004162,ENSDARG00000002037
ENSRNOG00000025522,ENSDARG00000089698
ENSRNOG00000056228,ENSDARG00000061039
ENSRNOG00000048888,ENSDARG00000075709
ENSRNOG00000031959,ENSDARG00000010516
ENSRNOG00000015385,ENSDARG00000001929
ENSRNOG00000004583,ENSDARG00000031952
ENSRNOG00000013261,ENSDARG00000058702
ENSRNOG00000029810,ENSDARG00000089354
ENSRNOG00000007887,ENSDARG00000077092
ENSRNOG00000057421,ENSDARG00000096255
ENSRNOG00000057421,ENSDARG00000096340
ENSRNOG00000057421,ENSDARG00000096259
ENSRNOG00000053317,ENSDARG00000043740
ENSRNOG00000038607,ENSDARG00000038296
ENSRNOG00000016434,ENSDARG00000087018
ENSRNOG00000016434,ENSDARG00000104676
ENSRNOG00000008945,ENSDARG00000101164
ENSRNOG00000008945,ENSDARG00000045620
ENSRNOG00000061595,ENSDARG00000098745
ENSRNOG00000003080,ENSDARG00000075129
ENSRNOG00000026787,ENSDARG00000042846
ENSRNOG00000004412,ENSDARG00000090447
ENSRNOG00000010053,ENSDARG00000028845
ENSRNOG00000012073,ENSDARG00000100531
ENSRNOG00000006084,ENSDARG00000101368
ENSRNOG00000006084,ENSDARG00000101225
ENSRNOG00000008775,ENSDARG00000069698
ENSRNOG00000008373,ENSDARG00000013266
ENSRNOG00000029529,ENSDARG00000068021
ENSRNOG00000001138,ENSDARG00000060751
ENSRNOG00000001138,ENSDARG00000094052
ENSRNOG00000012565,ENSDARG00000075525
ENSRNOG00000019004,ENSDARG00000041623
ENSRNOG00000004630,ENSDARG00000052122
ENSRNOG00000013515,ENSDARG00000092638
ENSRNOG00000013515,ENSDARG00000101081
ENSRNOG00000031628,ENSDARG00000044521
ENSRNOG00000008101,ENSDARG00000042341
ENSRNOG00000001071,ENSDARG00000052371
ENSRNOG00000016411,ENSDARG00000036875
ENSRNOG00000017321,ENSDARG00000053805
ENSRNOG00000017188,ENSDARG00000088013
ENSRNOG00000017188,ENSDARG00000033802
ENSRNOG00000017188,ENSDARG00000055159
ENSRNOG00000017188,ENSDARG00000069186
ENSRNOG00000059460,ENSDARG00000038024
ENSRNOG00000050858,ENSDARG00000093687
ENSRNOG00000001283,ENSDARG00000063005
ENSRNOG00000016302,ENSDARG00000078087
ENSRNOG00000029209,ENSDARG00000019438
ENSRNOG00000014414,ENSDARG00000101969
ENSRNOG00000014414,ENSDARG00000039349
ENSRNOG00000020427,ENSDARG00000071339
ENSRNOG00000008108,ENSDARG00000099534
ENSRNOG00000008108,ENSDARG00000005536
ENSRNOG00000053790,ENSDARG00000059304
ENSRNOG00000006467,ENSDARG00000041397
ENSRNOG00000016960,ENSDARG00000037358
ENSRNOG00000002449,ENSDARG00000058212
ENSRNOG00000004268,ENSDARG00000074624
ENSRNOG00000019113,ENSDARG00000018914
ENSRNOG00000019113,ENSDARG00000007034
ENSRNOG00000005970,ENSDARG00000102684
ENSRNOG00000029582,ENSDARG00000075580
ENSRNOG00000019980,ENSDARG00000103566
ENSRNOG00000022777,ENSDARG00000026473
ENSRNOG00000022777,ENSDARG00000039304
ENSRNOG00000032857,ENSDARG00000051890
ENSRNOG00000003837,ENSDARG00000102080
ENSRNOG00000003837,ENSDARG00000102578
ENSRNOG00000009716,ENSDARG00000029911
ENSRNOG00000018147,ENSDARG00000060529
ENSRNOG00000006236,ENSDARG00000089922
ENSRNOG00000011618,ENSDARG00000060383
ENSRNOG00000004672,ENSDARG00000099633
ENSRNOG00000032550,ENSDARG00000099175
ENSRNOG00000032550,ENSDARG00000030479
ENSRNOG00000020310,ENSDARG00000101449
ENSRNOG00000020310,ENSDARG00000111980
ENSRNOG00000020310,ENSDARG00000078151
ENSRNOG00000012415,ENSDARG00000093448
ENSRNOG00000007821,ENSDARG00000094646
ENSRNOG00000016403,ENSDARG00000058502
ENSRNOG00000006090,ENSDARG00000014927
ENSRNOG00000015093,ENSDARG00000074989
ENSRNOG00000060700,ENSDARG00000082734
ENSRNOG00000012812,ENSDARG00000031954
ENSRNOG00000012812,ENSDARG00000059871
ENSRNOG00000012812,ENSDARG00000076995
ENSRNOG00000018271,ENSDARG00000010531
ENSRNOG00000017512,ENSDARG00000035606
ENSRNOG00000017512,ENSDARG00000029381
ENSRNOG00000017512,ENSDARG00000028259
ENSRNOG00000017512,ENSDARG00000037061
ENSRNOG00000030871,ENSDARG00000015050
ENSRNOG00000030871,ENSDARG00000031427
ENSRNOG00000013591,ENSDARG00000025693
ENSRNOG00000006719,ENSDARG00000071469
ENSRNOG00000060448,ENSDARG00000008305
ENSRNOG00000002976,ENSDARG00000006292
ENSRNOG00000020853,ENSDARG00000018096
ENSRNOG00000015621,ENSDARG00000062765
ENSRNOG00000025731,ENSDARG00000076532
ENSRNOG00000018860,ENSDARG00000069386
ENSRNOG00000027405,ENSDARG00000101309
ENSRNOG00000001061,ENSDARG00000024818
ENSRNOG00000007613,ENSDARG00000056134
ENSRNOG00000000251,ENSDARG00000043814
ENSRNOG00000000251,ENSDARG00000043816
ENSRNOG00000018503,ENSDARG00000008434
ENSRNOG00000028082,ENSDARG00000042041
ENSRNOG00000004078,ENSDARG00000039007
ENSRNOG00000012410,ENSDARG00000015543
ENSRNOG00000007418,ENSDARG00000016753
ENSRNOG00000029591,ENSDARG00000030417
ENSRNOG00000029591,ENSDARG00000101214
ENSRNOG00000029591,ENSDARG00000105344
ENSRNOG00000029591,ENSDARG00000088121
ENSRNOG00000054437,ENSDARG00000055276
ENSRNOG00000009781,ENSDARG00000078386
ENSRNOG00000005550,ENSDARG00000071230
ENSRNOG00000014768,ENSDARG00000069726
ENSRNOG00000014373,ENSDARG00000054332
ENSRNOG00000016214,ENSDARG00000100352
ENSRNOG00000016214,ENSDARG00000103811
ENSRNOG00000016214,ENSDARG00000106630
ENSRNOG00000056332,ENSDARG00000020596
ENSRNOG00000013123,ENSDARG00000037362
ENSRNOG00000008758,ENSDARG00000015015
ENSRNOG00000008758,ENSDARG00000056656
ENSRNOG00000052157,ENSDARG00000005476
ENSRNOG00000018549,ENSDARG00000062983
ENSRNOG00000015501,ENSDARG00000076765
ENSRNOG00000021116,ENSDARG00000060435
ENSRNOG00000004189,ENSDARG00000053127
ENSRNOG00000004538,ENSDARG00000051798
ENSRNOG00000004538,ENSDARG00000013596
ENSRNOG00000039807,ENSDARG00000102831
ENSRNOG00000022307,ENSDARG00000099240
ENSRNOG00000022307,ENSDARG00000075990
ENSRNOG00000022307,ENSDARG00000115609
ENSRNOG00000002807,ENSDARG00000103900
ENSRNOG00000002807,ENSDARG00000020235
ENSRNOG00000013128,ENSDARG00000090064
ENSRNOG00000013128,ENSDARG00000013292
ENSRNOG00000048282,ENSDARG00000061989
ENSRNOG00000027630,ENSDARG00000016815
ENSRNOG00000058424,ENSDARG00000098186
ENSRNOG00000008368,ENSDARG00000075113
ENSRNOG00000038896,ENSDARG00000092872
ENSRNOG00000030034,ENSDARG00000095743
ENSRNOG00000030034,ENSDARG00000077811
ENSRNOG00000016749,ENSDARG00000112170
ENSRNOG00000016749,ENSDARG00000115489
ENSRNOG00000016749,ENSDARG00000005814
ENSRNOG00000003267,ENSDARG00000102254
ENSRNOG00000003267,ENSDARG00000098639
ENSRNOG00000019442,ENSDARG00000057626
ENSRNOG00000026180,ENSDARG00000077515
ENSRNOG00000002480,ENSDARG00000078448
ENSRNOG00000002480,ENSDARG00000077608
ENSRNOG00000048738,ENSDARG00000008384
ENSRNOG00000057036,ENSDARG00000060829
ENSRNOG00000027569,ENSDARG00000099118
ENSRNOG00000027569,ENSDARG00000103106
ENSRNOG00000014192,ENSDARG00000079686
ENSRNOG00000003936,ENSDARG00000114922
ENSRNOG00000003936,ENSDARG00000075526
ENSRNOG00000000168,ENSDARG00000036239
ENSRNOG00000025459,ENSDARG00000034396
ENSRNOG00000052665,ENSDARG00000090387
ENSRNOG00000048875,ENSDARG00000017636
ENSRNOG00000046635,ENSDARG00000044437
ENSRNOG00000003861,ENSDARG00000042031
ENSRNOG00000032473,ENSDARG00000102312
ENSRNOG00000032473,ENSDARG00000090724
ENSRNOG00000014751,ENSDARG00000055305
ENSRNOG00000051651,ENSDARG00000084912
ENSRNOG00000051651,ENSDARG00000105205
ENSRNOG00000014720,ENSDARG00000092855
ENSRNOG00000014720,ENSDARG00000079827
ENSRNOG00000008892,ENSDARG00000079202
ENSRNOG00000053889,ENSDARG00000055825
ENSRNOG00000025142,ENSDARG00000058369
ENSRNOG00000049258,ENSDARG00000081098
ENSRNOG00000049258,ENSDARG00000099559
ENSRNOG00000036942,ENSDARG00000070165
ENSRNOG00000015476,ENSDARG00000053828
ENSRNOG00000016220,ENSDARG00000006691
ENSRNOG00000003878,ENSDARG00000095022
ENSRNOG00000046912,ENSDARG00000003820
ENSRNOG00000046912,ENSDARG00000009594
ENSRNOG00000000041,ENSDARG00000029832
ENSRNOG00000024336,ENSDARG00000079992
ENSRNOG00000000122,ENSDARG00000005926
ENSRNOG00000017704,ENSDARG00000011163
ENSRNOG00000017704,ENSDARG00000055373
ENSRNOG00000022082,ENSDARG00000038156
ENSRNOG00000003397,ENSDARG00000026090
ENSRNOG00000031823,ENSDARG00000102332
ENSRNOG00000031823,ENSDARG00000012467
ENSRNOG00000031823,ENSDARG00000101364
ENSRNOG00000031823,ENSDARG00000089361
ENSRNOG00000031823,ENSDARG00000090185
ENSRNOG00000023985,ENSDARG00000062269
ENSRNOG00000013661,ENSDARG00000015016
ENSRNOG00000013661,ENSDARG00000042368
ENSRNOG00000037333,ENSDARG00000059015
ENSRNOG00000023765,ENSDARG00000093357
ENSRNOG00000023765,ENSDARG00000079581
ENSRNOG00000018128,ENSDARG00000040455
ENSRNOG00000002207,ENSDARG00000029088
ENSRNOG00000020882,ENSDARG00000105050
ENSRNOG00000019073,ENSDARG00000079123
ENSRNOG00000021887,ENSDARG00000044114
ENSRNOG00000013654,ENSDARG00000074601
ENSRNOG00000013654,ENSDARG00000077151
ENSRNOG00000023579,ENSDARG00000076928
ENSRNOG00000061608,ENSDARG00000103862
ENSRNOG00000052701,ENSDARG00000092677
ENSRNOG00000008855,ENSDARG00000042707
ENSRNOG00000055641,ENSDARG00000005464
ENSRNOG00000015332,ENSDARG00000088246
ENSRNOG00000019948,ENSDARG00000002750
ENSRNOG00000019948,ENSDARG00000038737
ENSRNOG00000033568,ENSDARG00000062531
ENSRNOG00000017822,ENSDARG00000074686
ENSRNOG00000021548,ENSDARG00000004840
ENSRNOG00000025423,ENSDARG00000009493
ENSRNOG00000021892,ENSDARG00000111474
ENSRNOG00000055779,ENSDARG00000032808
ENSRNOG00000055779,ENSDARG00000077523
ENSRNOG00000004621,ENSDARG00000044601
ENSRNOG00000039788,ENSDARG00000099175
ENSRNOG00000039788,ENSDARG00000030479
ENSRNOG00000003726,ENSDARG00000012949
ENSRNOG00000003183,ENSDARG00000044895
ENSRNOG00000003183,ENSDARG00000010294
ENSRNOG00000001707,ENSDARG00000075886
ENSRNOG00000059919,ENSDARG00000063574
ENSRNOG00000046327,ENSDARG00000003398
ENSRNOG00000046327,ENSDARG00000052091
ENSRNOG00000058627,ENSDARG00000013307
ENSRNOG00000045558,ENSDARG00000095268
ENSRNOG00000045558,ENSDARG00000100446
ENSRNOG00000016933,ENSDARG00000037946
ENSRNOG00000054815,ENSDARG00000003697
ENSRNOG00000014302,ENSDARG00000055459
ENSRNOG00000008603,ENSDARG00000057112
ENSRNOG00000031286,ENSDARG00000001817
ENSRNOG00000031286,ENSDARG00000035697
ENSRNOG00000031286,ENSDARG00000058949
ENSRNOG00000027489,ENSDARG00000076529
ENSRNOG00000027489,ENSDARG00000079248
ENSRNOG00000045889,ENSDARG00000103020
ENSRNOG00000045889,ENSDARG00000060263
ENSRNOG00000059408,ENSDARG00000075849
ENSRNOG00000059408,ENSDARG00000074229
ENSRNOG00000011501,ENSDARG00000042837
ENSRNOG00000011501,ENSDARG00000015790
ENSRNOG00000047247,ENSDARG00000059738
ENSRNOG00000047247,ENSDARG00000110940
ENSRNOG00000022391,ENSDARG00000071868
ENSRNOG00000051531,ENSDARG00000051851
ENSRNOG00000007285,ENSDARG00000112667
ENSRNOG00000002368,ENSDARG00000044134
ENSRNOG00000042519,ENSDARG00000079756
ENSRNOG00000016379,ENSDARG00000070150
ENSRNOG00000011164,ENSDARG00000060380
ENSRNOG00000046658,ENSDARG00000093600
ENSRNOG00000059810,ENSDARG00000100374
ENSRNOG00000004430,ENSDARG00000088984
ENSRNOG00000001747,ENSDARG00000068177
ENSRNOG00000001747,ENSDARG00000018476
ENSRNOG00000048317,ENSDARG00000098739
ENSRNOG00000007894,ENSDARG00000094677
ENSRNOG00000005038,ENSDARG00000063285
ENSRNOG00000003890,ENSDARG00000101813
ENSRNOG00000008931,ENSDARG00000060564
ENSRNOG00000011044,ENSDARG00000096867
ENSRNOG00000013003,ENSDARG00000077783
ENSRNOG00000020839,ENSDARG00000105059
ENSRNOG00000009481,ENSDARG00000037042
ENSRNOG00000009481,ENSDARG00000086808
ENSRNOG00000010402,ENSDARG00000052450
ENSRNOG00000031269,ENSDARG00000068830
ENSRNOG00000011789,ENSDARG00000061328
ENSRNOG00000046611,ENSDARG00000000943
ENSRNOG00000020797,ENSDARG00000087956
ENSRNOG00000001219,ENSDARG00000077580
ENSRNOG00000001219,ENSDARG00000089235
ENSRNOG00000019390,ENSDARG00000019125
ENSRNOG00000019390,ENSDARG00000039052
ENSRNOG00000024530,ENSDARG00000026281
ENSRNOG00000023303,ENSDARG00000079216
ENSRNOG00000025832,ENSDARG00000105123
ENSRNOG00000019527,ENSDARG00000019342
ENSRNOG00000009446,ENSDARG00000035127
