Gene stable ID,Mouse gene stable ID
ENSDARG00000000183,ENSMUSG00000026384
ENSDARG00000097024,ENSMUSG00000089960
ENSDARG00000063309,ENSMUSG00000024812
ENSDARG00000070055,ENSMUSG00000074513
ENSDARG00000070055,ENSMUSG00000102805
ENSDARG00000036212,ENSMUSG00000023923
ENSDARG00000023600,ENSMUSG00000028488
ENSDARG00000033965,ENSMUSG00000114797
ENSDARG00000033965,ENSMUSG00000063895
ENSDARG00000076713,ENSMUSG00000068329
ENSDARG00000016263,ENSMUSG00000034075
ENSDARG00000078251,ENSMUSG00000028458
ENSDARG00000070673,ENSMUSG00000072946
ENSDARG00000101176,ENSMUSG00000089960
ENSDARG00000077052,ENSMUSG00000039477
ENSDARG00000059657,ENSMUSG00000034121
ENSDARG00000061904,ENSMUSG00000034295
ENSDARG00000013274,ENSMUSG00000028156
ENSDARG00000097231,ENSMUSG00000089960
ENSDARG00000003867,ENSMUSG00000021483
ENSDARG00000037154,ENSMUSG00000028634
ENSDARG00000043322,ENSMUSG00000035946
ENSDARG00000055138,ENSMUSG00000014529
ENSDARG00000089887,ENSMUSG00000018623
ENSDARG00000097979,ENSMUSG00000089960
ENSDARG00000040261,ENSMUSG00000039153
ENSDARG00000027523,ENSMUSG00000021541
ENSDARG00000036869,ENSMUSG00000045680
ENSDARG00000069843,ENSMUSG00000098557
ENSDARG00000053279,ENSMUSG00000037010
ENSDARG00000016699,ENSMUSG00000032769
ENSDARG00000052482,ENSMUSG00000041977
ENSDARG00000035880,ENSMUSG00000022295
ENSDARG00000059897,ENSMUSG00000055254
ENSDARG00000062325,ENSMUSG00000037541
ENSDARG00000059815,ENSMUSG00000040652
ENSDARG00000034718,ENSMUSG00000027082
ENSDARG00000023920,ENSMUSG00000020782
ENSDARG00000098291,ENSMUSG00000027716
ENSDARG00000078593,ENSMUSG00000058997
ENSDARG00000025091,ENSMUSG00000052397
ENSDARG00000061294,ENSMUSG00000035133
ENSDARG00000104541,ENSMUSG00000005370
ENSDARG00000070726,ENSMUSG00000026114
ENSDARG00000078547,ENSMUSG00000026415
ENSDARG00000045797,ENSMUSG00000063320
ENSDARG00000071055,ENSMUSG00000000823
ENSDARG00000013965,ENSMUSG00000024231
ENSDARG00000039997,ENSMUSG00000059895
ENSDARG00000037064,ENSMUSG00000021003
ENSDARG00000079198,ENSMUSG00000056900
ENSDARG00000009169,ENSMUSG00000043131
ENSDARG00000009169,ENSMUSG00000006262
ENSDARG00000020028,ENSMUSG00000025991
ENSDARG00000056214,ENSMUSG00000015812
ENSDARG00000090698,ENSMUSG00000040485
ENSDARG00000015506,ENSMUSG00000005148
ENSDARG00000069970,ENSMUSG00000045083
ENSDARG00000077726,ENSMUSG00000023087
ENSDARG00000089868,ENSMUSG00000030341
ENSDARG00000044492,ENSMUSG00000041231
ENSDARG00000100095,ENSMUSG00000024659
ENSDARG00000086215,ENSMUSG00000046961
ENSDARG00000009837,ENSMUSG00000029916
ENSDARG00000099045,ENSMUSG00000057914
ENSDARG00000098141,ENSMUSG00000038954
ENSDARG00000013845,ENSMUSG00000027677
ENSDARG00000100623,ENSMUSG00000045482
ENSDARG00000060504,ENSMUSG00000020277
ENSDARG00000090890,ENSMUSG00000042190
ENSDARG00000028614,ENSMUSG00000023074
ENSDARG00000056515,ENSMUSG00000039911
ENSDARG00000039701,ENSMUSG00000043969
ENSDARG00000058463,ENSMUSG00000030869
ENSDARG00000078136,ENSMUSG00000040389
ENSDARG00000110362,ENSMUSG00000042190
ENSDARG00000054456,ENSMUSG00000013921
ENSDARG00000076002,ENSMUSG00000037606
ENSDARG00000032704,ENSMUSG00000019863
ENSDARG00000036868,ENSMUSG00000071359
ENSDARG00000023176,ENSMUSG00000028011
ENSDARG00000068868,ENSMUSG00000059119
ENSDARG00000036057,ENSMUSG00000031887
ENSDARG00000079616,ENSMUSG00000038002
ENSDARG00000075446,ENSMUSG00000042719
ENSDARG00000057497,ENSMUSG00000037885
ENSDARG00000078983,ENSMUSG00000050471
ENSDARG00000052766,ENSMUSG00000011832
ENSDARG00000013006,ENSMUSG00000022064
ENSDARG00000004616,ENSMUSG00000031918
ENSDARG00000063069,ENSMUSG00000031153
ENSDARG00000007098,ENSMUSG00000022108
ENSDARG00000003269,ENSMUSG00000004319
ENSDARG00000077057,ENSMUSG00000024293
ENSDARG00000091079,ENSMUSG00000029815
ENSDARG00000098344,ENSMUSG00000073639
ENSDARG00000077875,ENSMUSG00000028976
ENSDARG00000031075,ENSMUSG00000032076
ENSDARG00000029856,ENSMUSG00000053931
ENSDARG00000063444,ENSMUSG00000033200
ENSDARG00000063444,ENSMUSG00000034039
ENSDARG00000063444,ENSMUSG00000024171
ENSDARG00000063444,ENSMUSG00000033825
ENSDARG00000063444,ENSMUSG00000024173
ENSDARG00000100383,ENSMUSG00000022971
ENSDARG00000100383,ENSMUSG00000020009
ENSDARG00000104384,ENSMUSG00000025754
ENSDARG00000098466,ENSMUSG00000016308
ENSDARG00000039513,ENSMUSG00000078786
ENSDARG00000053425,ENSMUSG00000023232
ENSDARG00000038176,ENSMUSG00000019590
ENSDARG00000053864,ENSMUSG00000042507
ENSDARG00000043328,ENSMUSG00000029227
ENSDARG00000041576,ENSMUSG00000045211
ENSDARG00000015747,ENSMUSG00000097239
ENSDARG00000015747,ENSMUSG00000075528
ENSDARG00000011672,ENSMUSG00000057969
ENSDARG00000039265,ENSMUSG00000031389
ENSDARG00000012535,ENSMUSG00000009350
ENSDARG00000012535,ENSMUSG00000009356
ENSDARG00000039345,ENSMUSG00000020457
ENSDARG00000071355,ENSMUSG00000028037
ENSDARG00000071355,ENSMUSG00000039146
ENSDARG00000088711,ENSMUSG00000043501
ENSDARG00000004806,ENSMUSG00000053801
ENSDARG00000008372,ENSMUSG00000045671
ENSDARG00000076564,ENSMUSG00000028763
ENSDARG00000059060,ENSMUSG00000042363
ENSDARG00000059060,ENSMUSG00000048398
ENSDARG00000039152,ENSMUSG00000073633
ENSDARG00000044278,ENSMUSG00000056296
ENSDARG00000007560,ENSMUSG00000021904
ENSDARG00000060871,ENSMUSG00000021596
ENSDARG00000011000,ENSMUSG00000020962
ENSDARG00000008861,ENSMUSG00000042477
ENSDARG00000016964,ENSMUSG00000021371
ENSDARG00000079097,ENSMUSG00000053580
ENSDARG00000069169,ENSMUSG00000035891
ENSDARG00000043323,ENSMUSG00000029228
ENSDARG00000028546,ENSMUSG00000025968
ENSDARG00000053728,ENSMUSG00000030276
ENSDARG00000017741,ENSMUSG00000018583
ENSDARG00000039066,ENSMUSG00000044938
ENSDARG00000091221,ENSMUSG00000046637
ENSDARG00000045360,ENSMUSG00000025939
ENSDARG00000101010,ENSMUSG00000043155
ENSDARG00000043468,ENSMUSG00000041831
ENSDARG00000016749,ENSMUSG00000030235
ENSDARG00000101438,ENSMUSG00000047866
ENSDARG00000078986,ENSMUSG00000094649
ENSDARG00000078986,ENSMUSG00000012429
ENSDARG00000101432,ENSMUSG00000040022
ENSDARG00000099108,ENSMUSG00000022949
ENSDARG00000101331,ENSMUSG00000020799
ENSDARG00000040712,ENSMUSG00000002844
ENSDARG00000019459,ENSMUSG00000037174
ENSDARG00000011975,ENSMUSG00000044042
ENSDARG00000007135,ENSMUSG00000035632
ENSDARG00000006812,ENSMUSG00000038733
ENSDARG00000070818,ENSMUSG00000028736
ENSDARG00000034975,ENSMUSG00000047875
ENSDARG00000093901,ENSMUSG00000039079
ENSDARG00000010738,ENSMUSG00000101892
ENSDARG00000010738,ENSMUSG00000022362
ENSDARG00000056085,ENSMUSG00000025979
ENSDARG00000044524,ENSMUSG00000002257
ENSDARG00000029051,ENSMUSG00000022707
ENSDARG00000011837,ENSMUSG00000028300
ENSDARG00000011506,ENSMUSG00000021608
ENSDARG00000020250,ENSMUSG00000046768
ENSDARG00000102159,ENSMUSG00000011632
ENSDARG00000102159,ENSMUSG00000058287
ENSDARG00000102159,ENSMUSG00000037145
ENSDARG00000102159,ENSMUSG00000013653
ENSDARG00000102159,ENSMUSG00000013643
ENSDARG00000062904,ENSMUSG00000033540
ENSDARG00000008858,ENSMUSG00000039519
ENSDARG00000036298,ENSMUSG00000090862
ENSDARG00000045355,ENSMUSG00000079658
ENSDARG00000032985,ENSMUSG00000024414
ENSDARG00000054741,ENSMUSG00000029334
ENSDARG00000086450,ENSMUSG00000034674
ENSDARG00000018902,ENSMUSG00000020430
ENSDARG00000055659,ENSMUSG00000040836
ENSDARG00000054942,ENSMUSG00000043501
ENSDARG00000062226,ENSMUSG00000040865
ENSDARG00000010186,ENSMUSG00000025716
ENSDARG00000036031,ENSMUSG00000072214
ENSDARG00000036031,ENSMUSG00000116594
ENSDARG00000040163,ENSMUSG00000025395
ENSDARG00000029830,ENSMUSG00000035923
ENSDARG00000061024,ENSMUSG00000040472
ENSDARG00000076913,ENSMUSG00000039055
ENSDARG00000109654,ENSMUSG00000042190
ENSDARG00000079915,ENSMUSG00000024174
ENSDARG00000079915,ENSMUSG00000029676
ENSDARG00000054154,ENSMUSG00000030138
ENSDARG00000045626,ENSMUSG00000017405
ENSDARG00000097485,ENSMUSG00000109572
ENSDARG00000010255,ENSMUSG00000098112
ENSDARG00000053483,ENSMUSG00000022209
ENSDARG00000053483,ENSMUSG00000022947
ENSDARG00000087784,ENSMUSG00000073747
ENSDARG00000060865,ENSMUSG00000035236
ENSDARG00000038787,ENSMUSG00000028958
ENSDARG00000091348,ENSMUSG00000024758
ENSDARG00000035686,ENSMUSG00000078908
ENSDARG00000043553,ENSMUSG00000033713
ENSDARG00000013004,ENSMUSG00000034674
ENSDARG00000075942,ENSMUSG00000027238
ENSDARG00000013892,ENSMUSG00000049313
ENSDARG00000053558,ENSMUSG00000037846
ENSDARG00000022260,ENSMUSG00000056121
ENSDARG00000061517,ENSMUSG00000049252
ENSDARG00000005513,ENSMUSG00000061315
ENSDARG00000009868,ENSMUSG00000022214
ENSDARG00000056078,ENSMUSG00000025978
ENSDARG00000005595,ENSMUSG00000050994
ENSDARG00000090230,ENSMUSG00000042757
ENSDARG00000035958,ENSMUSG00000031097
ENSDARG00000016253,ENSMUSG00000008859
ENSDARG00000029058,ENSMUSG00000057236
ENSDARG00000058873,ENSMUSG00000038042
ENSDARG00000051939,ENSMUSG00000024892
ENSDARG00000053575,ENSMUSG00000046338
ENSDARG00000077297,ENSMUSG00000017119
ENSDARG00000103019,ENSMUSG00000068762
ENSDARG00000103019,ENSMUSG00000040562
ENSDARG00000103019,ENSMUSG00000004038
ENSDARG00000103019,ENSMUSG00000058135
ENSDARG00000103019,ENSMUSG00000060803
ENSDARG00000103019,ENSMUSG00000038155
ENSDARG00000103019,ENSMUSG00000058216
ENSDARG00000103019,ENSMUSG00000004035
ENSDARG00000103019,ENSMUSG00000025934
ENSDARG00000076568,ENSMUSG00000092116
ENSDARG00000076568,ENSMUSG00000053317
ENSDARG00000100715,ENSMUSG00000041997
ENSDARG00000044001,ENSMUSG00000053522
ENSDARG00000044001,ENSMUSG00000024972
ENSDARG00000044001,ENSMUSG00000068220
ENSDARG00000045019,ENSMUSG00000006299
ENSDARG00000091560,ENSMUSG00000021565
ENSDARG00000006383,ENSMUSG00000022829
ENSDARG00000003808,ENSMUSG00000028435
ENSDARG00000039699,ENSMUSG00000057858
ENSDARG00000009438,ENSMUSG00000026459
ENSDARG00000015471,ENSMUSG00000028089
ENSDARG00000079440,ENSMUSG00000041729
ENSDARG00000060683,ENSMUSG00000026792
ENSDARG00000075253,ENSMUSG00000032462
ENSDARG00000071841,ENSMUSG00000033200
ENSDARG00000071841,ENSMUSG00000034039
ENSDARG00000071841,ENSMUSG00000024171
ENSDARG00000071841,ENSMUSG00000033825
ENSDARG00000071841,ENSMUSG00000024173
ENSDARG00000027620,ENSMUSG00000032066
ENSDARG00000008805,ENSMUSG00000040044
ENSDARG00000102607,ENSMUSG00000026926
ENSDARG00000019404,ENSMUSG00000003072
ENSDARG00000057918,ENSMUSG00000026812
ENSDARG00000032126,ENSMUSG00000023236
ENSDARG00000056228,ENSMUSG00000027695
ENSDARG00000063040,ENSMUSG00000020042
ENSDARG00000019532,ENSMUSG00000024665
ENSDARG00000019532,ENSMUSG00000024664
ENSDARG00000019532,ENSMUSG00000075217
ENSDARG00000053082,ENSMUSG00000024251
ENSDARG00000025032,ENSMUSG00000024431
ENSDARG00000016156,ENSMUSG00000030956
ENSDARG00000060646,ENSMUSG00000005204
ENSDARG00000009459,ENSMUSG00000048807
ENSDARG00000089066,ENSMUSG00000079481
ENSDARG00000052455,ENSMUSG00000031169
ENSDARG00000034105,ENSMUSG00000045636
ENSDARG00000026835,ENSMUSG00000022299
ENSDARG00000070399,ENSMUSG00000039740
ENSDARG00000061819,ENSMUSG00000063430
ENSDARG00000044688,ENSMUSG00000031530
ENSDARG00000052386,ENSMUSG00000022744
ENSDARG00000094747,ENSMUSG00000028037
ENSDARG00000094747,ENSMUSG00000039146
ENSDARG00000101786,ENSMUSG00000011632
ENSDARG00000101786,ENSMUSG00000058287
ENSDARG00000101786,ENSMUSG00000037145
ENSDARG00000101786,ENSMUSG00000013653
ENSDARG00000101786,ENSMUSG00000013643
ENSDARG00000034427,ENSMUSG00000024165
ENSDARG00000041361,ENSMUSG00000038379
ENSDARG00000073869,ENSMUSG00000035357
ENSDARG00000063474,ENSMUSG00000067851
ENSDARG00000087197,ENSMUSG00000019893
ENSDARG00000089742,ENSMUSG00000049811
ENSDARG00000102556,ENSMUSG00000003847
ENSDARG00000037870,ENSMUSG00000099104
ENSDARG00000037870,ENSMUSG00000062825
ENSDARG00000037870,ENSMUSG00000029580
ENSDARG00000055225,ENSMUSG00000052085
ENSDARG00000007277,ENSMUSG00000000435
ENSDARG00000060951,ENSMUSG00000039176
ENSDARG00000054224,ENSMUSG00000042590
ENSDARG00000002949,ENSMUSG00000026753
ENSDARG00000044161,ENSMUSG00000041078
ENSDARG00000037958,ENSMUSG00000003421
ENSDARG00000074527,ENSMUSG00000030930
ENSDARG00000067741,ENSMUSG00000003752
ENSDARG00000024311,ENSMUSG00000109864
ENSDARG00000052673,ENSMUSG00000001833
ENSDARG00000062134,ENSMUSG00000028931
ENSDARG00000029621,ENSMUSG00000040451
ENSDARG00000103060,ENSMUSG00000011632
ENSDARG00000103060,ENSMUSG00000058287
ENSDARG00000103060,ENSMUSG00000037145
ENSDARG00000103060,ENSMUSG00000013653
ENSDARG00000103060,ENSMUSG00000013643
ENSDARG00000051890,ENSMUSG00000066513
ENSDARG00000051890,ENSMUSG00000044485
ENSDARG00000051890,ENSMUSG00000053719
ENSDARG00000051890,ENSMUSG00000059042
ENSDARG00000051890,ENSMUSG00000066512
ENSDARG00000051890,ENSMUSG00000060177
ENSDARG00000051890,ENSMUSG00000063133
ENSDARG00000051890,ENSMUSG00000038968
ENSDARG00000051890,ENSMUSG00000063903
ENSDARG00000051890,ENSMUSG00000029883
ENSDARG00000051890,ENSMUSG00000066515
ENSDARG00000051890,ENSMUSG00000066516
ENSDARG00000051890,ENSMUSG00000063713
ENSDARG00000051890,ENSMUSG00000063177
ENSDARG00000051890,ENSMUSG00000051936
ENSDARG00000051890,ENSMUSG00000063089
ENSDARG00000015222,ENSMUSG00000020659
ENSDARG00000070798,ENSMUSG00000027952
ENSDARG00000056932,ENSMUSG00000029345
ENSDARG00000061896,ENSMUSG00000032548
ENSDARG00000029546,ENSMUSG00000074934
ENSDARG00000005314,ENSMUSG00000079258
ENSDARG00000062123,ENSMUSG00000055013
ENSDARG00000030759,ENSMUSG00000035683
ENSDARG00000034117,ENSMUSG00000001288
ENSDARG00000043555,ENSMUSG00000032328
ENSDARG00000100157,ENSMUSG00000030316
ENSDARG00000014361,ENSMUSG00000020225
ENSDARG00000062381,ENSMUSG00000037172
ENSDARG00000033742,ENSMUSG00000020622
ENSDARG00000001733,ENSMUSG00000056870
ENSDARG00000036965,ENSMUSG00000048911
ENSDARG00000070795,ENSMUSG00000021890
ENSDARG00000020741,ENSMUSG00000028001
ENSDARG00000009493,ENSMUSG00000033618
ENSDARG00000079716,ENSMUSG00000042557
ENSDARG00000042518,ENSMUSG00000061436
ENSDARG00000077075,ENSMUSG00000028959
ENSDARG00000028721,ENSMUSG00000053436
ENSDARG00000068143,ENSMUSG00000024270
ENSDARG00000104808,ENSMUSG00000024789
ENSDARG00000103730,ENSMUSG00000030315
ENSDARG00000071197,ENSMUSG00000005501
ENSDARG00000007151,ENSMUSG00000037624
ENSDARG00000027825,ENSMUSG00000022698
ENSDARG00000102003,ENSMUSG00000044042
ENSDARG00000033738,ENSMUSG00000039824
ENSDARG00000033738,ENSMUSG00000090841
ENSDARG00000026224,ENSMUSG00000039187
ENSDARG00000001760,ENSMUSG00000033327
ENSDARG00000030367,ENSMUSG00000002274
ENSDARG00000056892,ENSMUSG00000038388
ENSDARG00000100722,ENSMUSG00000056596
ENSDARG00000096473,ENSMUSG00000048755
ENSDARG00000029445,ENSMUSG00000006941
ENSDARG00000077045,ENSMUSG00000023236
ENSDARG00000039522,ENSMUSG00000045136
ENSDARG00000039522,ENSMUSG00000058672
ENSDARG00000016613,ENSMUSG00000048755
ENSDARG00000003655,ENSMUSG00000035964
ENSDARG00000091832,ENSMUSG00000090667
ENSDARG00000039343,ENSMUSG00000029772
ENSDARG00000063509,ENSMUSG00000034158
ENSDARG00000034434,ENSMUSG00000005533
ENSDARG00000056986,ENSMUSG00000048826
ENSDARG00000031382,ENSMUSG00000038555
ENSDARG00000035905,ENSMUSG00000050144
ENSDARG00000015474,ENSMUSG00000021051
ENSDARG00000030448,ENSMUSG00000035206
ENSDARG00000058561,ENSMUSG00000047648
ENSDARG00000006545,ENSMUSG00000028468
ENSDARG00000099363,ENSMUSG00000100916
ENSDARG00000094587,ENSMUSG00000066964
ENSDARG00000098408,ENSMUSG00000047963
ENSDARG00000013414,ENSMUSG00000019906
ENSDARG00000101353,ENSMUSG00000026368
ENSDARG00000070448,ENSMUSG00000052783
ENSDARG00000104771,ENSMUSG00000002949
ENSDARG00000074441,ENSMUSG00000050761
ENSDARG00000103553,ENSMUSG00000033732
ENSDARG00000013860,ENSMUSG00000063235
ENSDARG00000067676,ENSMUSG00000038349
ENSDARG00000068148,ENSMUSG00000073380
ENSDARG00000071353,ENSMUSG00000037161
ENSDARG00000006838,ENSMUSG00000016349
ENSDARG00000098862,ENSMUSG00000070366
ENSDARG00000005154,ENSMUSG00000020774
ENSDARG00000097055,ENSMUSG00000043614
ENSDARG00000016153,ENSMUSG00000039952
ENSDARG00000061472,ENSMUSG00000028467
ENSDARG00000058871,ENSMUSG00000037816
ENSDARG00000070522,ENSMUSG00000022416
ENSDARG00000042282,ENSMUSG00000027111
ENSDARG00000074117,ENSMUSG00000030898
ENSDARG00000044642,ENSMUSG00000032018
ENSDARG00000075887,ENSMUSG00000029804
ENSDARG00000077409,ENSMUSG00000022428
ENSDARG00000078644,ENSMUSG00000020317
ENSDARG00000061124,ENSMUSG00000032042
ENSDARG00000101260,ENSMUSG00000039210
ENSDARG00000089042,ENSMUSG00000059246
ENSDARG00000020054,ENSMUSG00000079554
ENSDARG00000020054,ENSMUSG00000038242
ENSDARG00000020054,ENSMUSG00000063558
ENSDARG00000020054,ENSMUSG00000064294
ENSDARG00000071325,ENSMUSG00000035640
ENSDARG00000015449,ENSMUSG00000021065
ENSDARG00000052567,ENSMUSG00000033578
ENSDARG00000045519,ENSMUSG00000061186
ENSDARG00000042953,ENSMUSG00000052914
ENSDARG00000042953,ENSMUSG00000082932
ENSDARG00000042953,ENSMUSG00000081225
ENSDARG00000042953,ENSMUSG00000066097
ENSDARG00000042953,ENSMUSG00000081362
ENSDARG00000042953,ENSMUSG00000052520
ENSDARG00000060196,ENSMUSG00000030946
ENSDARG00000087793,ENSMUSG00000044328
ENSDARG00000036059,ENSMUSG00000079260
ENSDARG00000036865,ENSMUSG00000037490
ENSDARG00000038113,ENSMUSG00000027651
ENSDARG00000029157,ENSMUSG00000019984
ENSDARG00000070076,ENSMUSG00000020152
ENSDARG00000096310,ENSMUSG00000031832
ENSDARG00000023028,ENSMUSG00000032803
ENSDARG00000041572,ENSMUSG00000049577
ENSDARG00000068279,ENSMUSG00000043872
ENSDARG00000044525,ENSMUSG00000002250
ENSDARG00000105581,ENSMUSG00000078719
ENSDARG00000007769,ENSMUSG00000000739
ENSDARG00000007320,ENSMUSG00000043716
ENSDARG00000054196,ENSMUSG00000034224
ENSDARG00000031891,ENSMUSG00000009097
ENSDARG00000055162,ENSMUSG00000071757
ENSDARG00000077228,ENSMUSG00000059146
ENSDARG00000033596,ENSMUSG00000031783
ENSDARG00000020482,ENSMUSG00000031311
ENSDARG00000100789,ENSMUSG00000016495
ENSDARG00000042874,ENSMUSG00000010760
ENSDARG00000018121,ENSMUSG00000064128
ENSDARG00000036060,ENSMUSG00000109941
ENSDARG00000006368,ENSMUSG00000007888
ENSDARG00000035868,ENSMUSG00000024533
ENSDARG00000069171,ENSMUSG00000035900
ENSDARG00000104023,ENSMUSG00000036634
ENSDARG00000026862,ENSMUSG00000031667
ENSDARG00000057184,ENSMUSG00000039182
ENSDARG00000059963,ENSMUSG00000021668
ENSDARG00000021905,ENSMUSG00000022365
ENSDARG00000039328,ENSMUSG00000023572
ENSDARG00000098907,ENSMUSG00000030965
ENSDARG00000102362,ENSMUSG00000027010
ENSDARG00000017931,ENSMUSG00000035967
ENSDARG00000017931,ENSMUSG00000064016
ENSDARG00000078073,ENSMUSG00000025817
ENSDARG00000038635,ENSMUSG00000028609
ENSDARG00000038635,ENSMUSG00000030188
ENSDARG00000068214,ENSMUSG00000063015
ENSDARG00000004114,ENSMUSG00000027650
ENSDARG00000044774,ENSMUSG00000045515
ENSDARG00000044774,ENSMUSG00000093668
ENSDARG00000044774,ENSMUSG00000024406
ENSDARG00000044774,ENSMUSG00000090125
ENSDARG00000010779,ENSMUSG00000020694
ENSDARG00000099348,ENSMUSG00000027111
ENSDARG00000061862,ENSMUSG00000000631
ENSDARG00000078929,ENSMUSG00000007036
ENSDARG00000056387,ENSMUSG00000000365
ENSDARG00000078077,ENSMUSG00000028540
ENSDARG00000007436,ENSMUSG00000031390
ENSDARG00000078856,ENSMUSG00000038267
ENSDARG00000061974,ENSMUSG00000022286
ENSDARG00000086815,ENSMUSG00000068566
ENSDARG00000102180,ENSMUSG00000029381
ENSDARG00000092987,ENSMUSG00000037492
ENSDARG00000078311,ENSMUSG00000026571
ENSDARG00000068940,ENSMUSG00000050856
ENSDARG00000033126,ENSMUSG00000039737
ENSDARG00000015531,ENSMUSG00000023032
ENSDARG00000052575,ENSMUSG00000052549
ENSDARG00000019398,ENSMUSG00000021024
ENSDARG00000060029,ENSMUSG00000022095
ENSDARG00000105214,ENSMUSG00000021557
ENSDARG00000062251,ENSMUSG00000043556
ENSDARG00000099139,ENSMUSG00000015095
ENSDARG00000074131,ENSMUSG00000006740
ENSDARG00000055307,ENSMUSG00000027887
ENSDARG00000092653,ENSMUSG00000026012
ENSDARG00000105243,ENSMUSG00000034160
ENSDARG00000017602,ENSMUSG00000029385
ENSDARG00000075327,ENSMUSG00000038608
ENSDARG00000028448,ENSMUSG00000038312
ENSDARG00000090638,ENSMUSG00000030054
ENSDARG00000054530,ENSMUSG00000018848
ENSDARG00000069951,ENSMUSG00000037742
ENSDARG00000079542,ENSMUSG00000107011
ENSDARG00000079542,ENSMUSG00000016128
ENSDARG00000023583,ENSMUSG00000031782
ENSDARG00000005821,ENSMUSG00000026480
ENSDARG00000013598,ENSMUSG00000024402
ENSDARG00000013598,ENSMUSG00000024401
ENSDARG00000103380,ENSMUSG00000020593
ENSDARG00000015674,ENSMUSG00000025469
ENSDARG00000039576,ENSMUSG00000022816
ENSDARG00000013843,ENSMUSG00000072214
ENSDARG00000013843,ENSMUSG00000116594
ENSDARG00000071565,ENSMUSG00000017688
ENSDARG00000001969,ENSMUSG00000038344
ENSDARG00000078435,ENSMUSG00000035048
ENSDARG00000071360,ENSMUSG00000045257
ENSDARG00000104733,ENSMUSG00000026798
ENSDARG00000104169,ENSMUSG00000030016
ENSDARG00000060410,ENSMUSG00000023885
ENSDARG00000041715,ENSMUSG00000032066
ENSDARG00000044039,ENSMUSG00000039232
ENSDARG00000055022,ENSMUSG00000029202
ENSDARG00000045893,ENSMUSG00000030499
ENSDARG00000009673,ENSMUSG00000028037
ENSDARG00000009673,ENSMUSG00000039146
ENSDARG00000104849,ENSMUSG00000024867
ENSDARG00000063726,ENSMUSG00000003119
ENSDARG00000092872,ENSMUSG00000006143
ENSDARG00000092872,ENSMUSG00000042985
ENSDARG00000059054,ENSMUSG00000038967
ENSDARG00000017398,ENSMUSG00000028360
ENSDARG00000071062,ENSMUSG00000014418
ENSDARG00000058731,ENSMUSG00000036067
ENSDARG00000040237,ENSMUSG00000001419
ENSDARG00000043662,ENSMUSG00000024873
ENSDARG00000044295,ENSMUSG00000024867
ENSDARG00000074563,ENSMUSG00000039904
ENSDARG00000060500,ENSMUSG00000020988
ENSDARG00000086183,ENSMUSG00000096145
ENSDARG00000086183,ENSMUSG00000030804
ENSDARG00000037488,ENSMUSG00000020368
ENSDARG00000025670,ENSMUSG00000020325
ENSDARG00000059680,ENSMUSG00000029581
ENSDARG00000041878,ENSMUSG00000077450
ENSDARG00000060018,ENSMUSG00000045767
ENSDARG00000091792,ENSMUSG00000038587
ENSDARG00000023110,ENSMUSG00000001034
ENSDARG00000092553,ENSMUSG00000016319
ENSDARG00000011583,ENSMUSG00000020038
ENSDARG00000035023,ENSMUSG00000028060
ENSDARG00000035565,ENSMUSG00000038023
ENSDARG00000087585,ENSMUSG00000041930
ENSDARG00000087663,ENSMUSG00000025727
ENSDARG00000063088,ENSMUSG00000051314
ENSDARG00000063088,ENSMUSG00000019429
ENSDARG00000025518,ENSMUSG00000078317
ENSDARG00000062906,ENSMUSG00000047298
ENSDARG00000026109,ENSMUSG00000081534
ENSDARG00000055752,ENSMUSG00000045903
ENSDARG00000076716,ENSMUSG00000044702
ENSDARG00000079497,ENSMUSG00000056313
ENSDARG00000077691,ENSMUSG00000020805
ENSDARG00000067797,ENSMUSG00000008193
ENSDARG00000003963,ENSMUSG00000017386
ENSDARG00000043716,ENSMUSG00000041378
ENSDARG00000020334,ENSMUSG00000043733
ENSDARG00000005525,ENSMUSG00000024866
ENSDARG00000095180,ENSMUSG00000017631
ENSDARG00000035415,ENSMUSG00000039942
ENSDARG00000043275,ENSMUSG00000054612
ENSDARG00000051823,ENSMUSG00000029680
ENSDARG00000097256,ENSMUSG00000038583
ENSDARG00000087893,ENSMUSG00000045078
ENSDARG00000004199,ENSMUSG00000029682
ENSDARG00000004199,ENSMUSG00000029678
ENSDARG00000036479,ENSMUSG00000117975
ENSDARG00000104178,ENSMUSG00000041203
ENSDARG00000086484,ENSMUSG00000090173
ENSDARG00000078106,ENSMUSG00000001173
ENSDARG00000055300,ENSMUSG00000048997
ENSDARG00000068575,ENSMUSG00000040616
ENSDARG00000001870,ENSMUSG00000033161
ENSDARG00000101635,ENSMUSG00000044548
ENSDARG00000019973,ENSMUSG00000024006
ENSDARG00000045733,ENSMUSG00000031781
ENSDARG00000032218,ENSMUSG00000035948
ENSDARG00000068507,ENSMUSG00000029343
ENSDARG00000105036,ENSMUSG00000029404
ENSDARG00000071871,ENSMUSG00000031163
ENSDARG00000026908,ENSMUSG00000029390
ENSDARG00000093606,ENSMUSG00000003429
ENSDARG00000025667,ENSMUSG00000028782
ENSDARG00000014181,ENSMUSG00000038402
ENSDARG00000014181,ENSMUSG00000047861
ENSDARG00000035406,ENSMUSG00000022151
ENSDARG00000027803,ENSMUSG00000025337
ENSDARG00000038153,ENSMUSG00000043501
ENSDARG00000025108,ENSMUSG00000031147
ENSDARG00000078973,ENSMUSG00000089917
