Gene stable ID,Human gene stable ID
ENSDARG00000014402,ENSG00000077935
ENSDARG00000063330,ENSG00000071073
ENSDARG00000005236,ENSG00000282034
ENSDARG00000005236,ENSG00000080603
ENSDARG00000014357,ENSG00000104899
ENSDARG00000076389,ENSG00000100354
ENSDARG00000012600,ENSG00000130589
ENSDARG00000039486,ENSG00000151929
ENSDARG00000051891,ENSG00000169402
ENSDARG00000051891,ENSG00000155026
ENSDARG00000044255,ENSG00000119446
ENSDARG00000079183,ENSG00000109610
ENSDARG00000057419,ENSG00000137968
ENSDARG00000053499,ENSG00000159556
ENSDARG00000013950,ENSG00000258429
ENSDARG00000038139,ENSG00000100311
ENSDARG00000056138,ENSG00000115524
ENSDARG00000098375,ENSG00000068654
ENSDARG00000076501,ENSG00000143970
ENSDARG00000077261,ENSG00000163431
ENSDARG00000061304,ENSG00000158528
ENSDARG00000018065,ENSG00000183715
ENSDARG00000018065,ENSG00000183067
ENSDARG00000093112,ENSG00000144488
ENSDARG00000055642,ENSG00000167701
ENSDARG00000059006,ENSG00000068308
ENSDARG00000062349,ENSG00000075884
ENSDARG00000056125,ENSG00000120279
ENSDARG00000055415,ENSG00000205832
ENSDARG00000069928,ENSG00000171132
ENSDARG00000039543,ENSG00000243927
ENSDARG00000056121,ENSG00000122335
ENSDARG00000077326,ENSG00000022567
ENSDARG00000001220,ENSG00000005810
ENSDARG00000036102,ENSG00000175215
ENSDARG00000071395,ENSG00000148660
ENSDARG00000005464,ENSG00000013563
ENSDARG00000091073,ENSG00000189292
ENSDARG00000020946,ENSG00000158321
ENSDARG00000045167,ENSG00000126787
ENSDARG00000068123,ENSG00000165113
ENSDARG00000061946,ENSG00000140365
ENSDARG00000006491,ENSG00000138678
ENSDARG00000006029,ENSG00000111144
ENSDARG00000099921,ENSG00000284770
ENSDARG00000099921,ENSG00000285053
ENSDARG00000078355,ENSG00000130749
ENSDARG00000068247,ENSG00000187398
ENSDARG00000088515,ENSG00000144057
ENSDARG00000057064,ENSG00000138792
ENSDARG00000089920,ENSG00000146147
ENSDARG00000101710,ENSG00000117713
ENSDARG00000071208,ENSG00000162552
ENSDARG00000016141,ENSG00000103546
ENSDARG00000075543,ENSG00000100888
ENSDARG00000014704,ENSG00000165434
ENSDARG00000063100,ENSG00000115233
ENSDARG00000036055,ENSG00000168286
ENSDARG00000005372,ENSG00000152495
ENSDARG00000091130,ENSG00000075043
ENSDARG00000102974,ENSG00000076108
ENSDARG00000058679,ENSG00000166432
ENSDARG00000035352,ENSG00000168092
ENSDARG00000100435,ENSG00000265808
ENSDARG00000070430,ENSG00000160679
ENSDARG00000011122,ENSG00000196850
ENSDARG00000026664,ENSG00000105176
ENSDARG00000029133,ENSG00000126216
ENSDARG00000029881,ENSG00000055118
ENSDARG00000018423,ENSG00000062096
ENSDARG00000018423,ENSG00000157399
ENSDARG00000018423,ENSG00000205667
ENSDARG00000092722,ENSG00000156687
ENSDARG00000018553,ENSG00000115267
ENSDARG00000076259,ENSG00000136535
ENSDARG00000070535,ENSG00000147223
ENSDARG00000015003,ENSG00000089820
ENSDARG00000071059,ENSG00000172432
ENSDARG00000044694,ENSG00000082074
ENSDARG00000032056,ENSG00000113966
ENSDARG00000091232,ENSG00000151704
ENSDARG00000061145,ENSG00000141098
ENSDARG00000013729,ENSG00000124193
ENSDARG00000021177,ENSG00000134255
ENSDARG00000076120,ENSG00000137166
ENSDARG00000094441,ENSG00000047578
ENSDARG00000061520,ENSG00000135454
ENSDARG00000095482,ENSG00000136213
ENSDARG00000087166,ENSG00000183733
ENSDARG00000015263,ENSG00000148926
ENSDARG00000101360,ENSG00000162897
ENSDARG00000087426,ENSG00000101220
ENSDARG00000055026,ENSG00000117425
ENSDARG00000010946,ENSG00000274276
ENSDARG00000010946,ENSG00000160200
ENSDARG00000076988,ENSG00000022976
ENSDARG00000071439,ENSG00000203724
ENSDARG00000029018,ENSG00000111276
ENSDARG00000009196,ENSG00000138772
ENSDARG00000099579,ENSG00000059573
ENSDARG00000100741,ENSG00000117399
ENSDARG00000058042,ENSG00000049130
ENSDARG00000053462,ENSG00000125730
ENSDARG00000042344,ENSG00000089195
ENSDARG00000040302,ENSG00000164823
ENSDARG00000101215,ENSG00000118473
ENSDARG00000003584,ENSG00000146070
ENSDARG00000079613,ENSG00000256463
ENSDARG00000016483,ENSG00000128298
ENSDARG00000035602,ENSG00000110887
ENSDARG00000058819,ENSG00000183691
ENSDARG00000011961,ENSG00000175183
ENSDARG00000017994,ENSG00000178093
ENSDARG00000040907,ENSG00000115263
ENSDARG00000078313,ENSG00000099331
ENSDARG00000045304,ENSG00000066855
ENSDARG00000006192,ENSG00000167491
ENSDARG00000019191,ENSG00000140623
ENSDARG00000029510,ENSG00000134375
ENSDARG00000060169,ENSG00000138587
ENSDARG00000051853,ENSG00000141012
ENSDARG00000096597,ENSG00000105341
ENSDARG00000062323,ENSG00000114948
ENSDARG00000012135,ENSG00000153558
ENSDARG00000055620,ENSG00000177646
ENSDARG00000063525,ENSG00000159322
ENSDARG00000027986,ENSG00000116704
ENSDARG00000102153,ENSG00000099250
ENSDARG00000023104,ENSG00000140386
ENSDARG00000040869,ENSG00000183696
ENSDARG00000076903,ENSG00000178409
ENSDARG00000062664,ENSG00000154814
ENSDARG00000092347,ENSG00000047578
ENSDARG00000039229,ENSG00000148019
ENSDARG00000087071,ENSG00000101204
ENSDARG00000043171,ENSG00000197561
ENSDARG00000043171,ENSG00000196415
ENSDARG00000069109,ENSG00000173465
ENSDARG00000034883,ENSG00000107897
ENSDARG00000035327,ENSG00000104879
ENSDARG00000057099,ENSG00000138801
ENSDARG00000076586,ENSG00000100385
ENSDARG00000062462,ENSG00000187902
ENSDARG00000010752,ENSG00000068366
ENSDARG00000088048,ENSG00000156427
ENSDARG00000036704,ENSG00000151353
ENSDARG00000058682,ENSG00000254126
ENSDARG00000058682,ENSG00000172116
ENSDARG00000102436,ENSG00000011451
ENSDARG00000104437,ENSG00000110711
ENSDARG00000042232,ENSG00000100014
ENSDARG00000042232,ENSG00000258555
ENSDARG00000019326,ENSG00000141127
ENSDARG00000014866,ENSG00000099256
ENSDARG00000096428,ENSG00000011451
ENSDARG00000019585,ENSG00000197448
ENSDARG00000004906,ENSG00000168439
ENSDARG00000103878,ENSG00000166825
ENSDARG00000061587,ENSG00000137770
ENSDARG00000040295,ENSG00000130203
ENSDARG00000008212,ENSG00000152315
ENSDARG00000009753,ENSG00000115128
ENSDARG00000031015,ENSG00000134769
ENSDARG00000015495,ENSG00000109787
ENSDARG00000069518,ENSG00000165272
ENSDARG00000045932,ENSG00000260836
ENSDARG00000045932,ENSG00000214575
ENSDARG00000071306,ENSG00000159224
ENSDARG00000062089,ENSG00000102595
ENSDARG00000103678,ENSG00000162897
ENSDARG00000092882,ENSG00000047578
ENSDARG00000062138,ENSG00000141084
ENSDARG00000094981,ENSG00000136213
ENSDARG00000079872,ENSG00000091428
ENSDARG00000070178,ENSG00000146707
ENSDARG00000070178,ENSG00000188372
ENSDARG00000007349,ENSG00000137090
ENSDARG00000000018,ENSG00000106459
ENSDARG00000097543,ENSG00000183741
ENSDARG00000016918,ENSG00000130234
ENSDARG00000058978,ENSG00000149948
ENSDARG00000058978,ENSG00000177324
ENSDARG00000070052,ENSG00000180113
ENSDARG00000027740,ENSG00000141433
ENSDARG00000071304,ENSG00000095383
ENSDARG00000099024,ENSG00000162006
ENSDARG00000028949,ENSG00000171448
ENSDARG00000045230,ENSG00000160471
ENSDARG00000075034,ENSG00000162437
ENSDARG00000013382,ENSG00000150316
ENSDARG00000058953,ENSG00000125257
ENSDARG00000011703,ENSG00000134852
ENSDARG00000100190,ENSG00000162006
ENSDARG00000037963,ENSG00000119408
ENSDARG00000060005,ENSG00000112031
ENSDARG00000088650,ENSG00000171045
ENSDARG00000054914,ENSG00000185000
ENSDARG00000004358,ENSG00000111664
ENSDARG00000090686,ENSG00000110660
ENSDARG00000009311,ENSG00000100362
ENSDARG00000001818,ENSG00000125730
ENSDARG00000011488,ENSG00000068903
ENSDARG00000055314,ENSG00000197771
ENSDARG00000053934,ENSG00000119431
ENSDARG00000040303,ENSG00000104320
ENSDARG00000009001,ENSG00000143870
ENSDARG00000021339,ENSG00000091704
ENSDARG00000034093,ENSG00000170390
ENSDARG00000011785,ENSG00000149922
ENSDARG00000023151,ENSG00000109424
ENSDARG00000059738,ENSG00000105426
ENSDARG00000059835,ENSG00000155256
ENSDARG00000074326,ENSG00000286235
ENSDARG00000074326,ENSG00000125885
ENSDARG00000079267,ENSG00000149781
ENSDARG00000057857,ENSG00000101246
ENSDARG00000062873,ENSG00000197241
ENSDARG00000062873,ENSG00000059804
ENSDARG00000062873,ENSG00000173262
ENSDARG00000055595,ENSG00000079101
ENSDARG00000074644,ENSG00000152377
ENSDARG00000092134,ENSG00000265817
ENSDARG00000092134,ENSG00000197275
ENSDARG00000097285,ENSG00000166825
ENSDARG00000098221,ENSG00000111728
ENSDARG00000055106,ENSG00000163848
ENSDARG00000053010,ENSG00000087253
ENSDARG00000069106,ENSG00000176973
ENSDARG00000103662,ENSG00000162009
ENSDARG00000075383,ENSG00000023171
ENSDARG00000016138,ENSG00000172113
ENSDARG00000018750,ENSG00000159899
ENSDARG00000006915,ENSG00000134108
ENSDARG00000070187,ENSG00000105204
ENSDARG00000099424,ENSG00000213398
ENSDARG00000062471,ENSG00000184599
ENSDARG00000104329,ENSG00000134250
ENSDARG00000022767,ENSG00000084674
ENSDARG00000061437,ENSG00000198825
ENSDARG00000044797,ENSG00000153563
ENSDARG00000038835,ENSG00000171497
ENSDARG00000071449,ENSG00000167930
ENSDARG00000043729,ENSG00000145287
ENSDARG00000045747,ENSG00000106034
ENSDARG00000014943,ENSG00000137807
ENSDARG00000013968,ENSG00000197746
ENSDARG00000043003,ENSG00000185813
ENSDARG00000005941,ENSG00000176105
ENSDARG00000097275,ENSG00000153029
ENSDARG00000068021,ENSG00000284753
ENSDARG00000075461,ENSG00000133247
ENSDARG00000104846,ENSG00000152348
ENSDARG00000103286,ENSG00000182450
ENSDARG00000079862,ENSG00000133116
ENSDARG00000012563,ENSG00000164494
ENSDARG00000101859,ENSG00000070444
ENSDARG00000043168,ENSG00000197561
ENSDARG00000043168,ENSG00000196415
ENSDARG00000059460,ENSG00000133812
ENSDARG00000041581,ENSG00000166478
ENSDARG00000055969,ENSG00000133119
ENSDARG00000073813,ENSG00000132330
ENSDARG00000008472,ENSG00000169188
ENSDARG00000069521,ENSG00000111237
ENSDARG00000075650,ENSG00000157538
ENSDARG00000040081,ENSG00000146707
ENSDARG00000040081,ENSG00000188372
ENSDARG00000040152,ENSG00000114904
ENSDARG00000052652,ENSG00000101311
ENSDARG00000104361,ENSG00000143032
ENSDARG00000033012,ENSG00000160299
ENSDARG00000069525,ENSG00000111231
ENSDARG00000059333,ENSG00000120549
ENSDARG00000075100,ENSG00000067141
ENSDARG00000040300,ENSG00000105793
ENSDARG00000022763,ENSG00000115756
ENSDARG00000013292,ENSG00000258986
ENSDARG00000053568,ENSG00000140368
ENSDARG00000034060,ENSG00000006744
ENSDARG00000100231,ENSG00000159625
ENSDARG00000096830,ENSG00000153029
ENSDARG00000035913,ENSG00000134684
ENSDARG00000087616,ENSG00000186868
ENSDARG00000020541,ENSG00000101230
ENSDARG00000015869,ENSG00000004809
ENSDARG00000004956,ENSG00000146007
ENSDARG00000000394,ENSG00000280987
ENSDARG00000000394,ENSG00000015479
ENSDARG00000054374,ENSG00000101901
ENSDARG00000076135,ENSG00000173269
ENSDARG00000101630,ENSG00000176029
ENSDARG00000057882,ENSG00000111229
ENSDARG00000074414,ENSG00000185033
ENSDARG00000069037,ENSG00000166452
ENSDARG00000059298,ENSG00000114902
ENSDARG00000061992,ENSG00000104885
ENSDARG00000067984,ENSG00000180447
ENSDARG00000103145,ENSG00000167797
ENSDARG00000010487,ENSG00000142230
ENSDARG00000031775,ENSG00000108106
ENSDARG00000090340,ENSG00000188522
ENSDARG00000051712,ENSG00000153029
ENSDARG00000033273,ENSG00000164306
ENSDARG00000079296,ENSG00000115263
ENSDARG00000055838,ENSG00000127804
ENSDARG00000037008,ENSG00000168000
ENSDARG00000028321,ENSG00000213463
ENSDARG00000028321,ENSG00000258644
ENSDARG00000020872,ENSG00000102908
ENSDARG00000102069,ENSG00000067141
ENSDARG00000101868,ENSG00000213047
ENSDARG00000019728,ENSG00000107779
ENSDARG00000070656,ENSG00000111665
ENSDARG00000062415,ENSG00000169862
ENSDARG00000005414,ENSG00000189152
ENSDARG00000005414,ENSG00000154016
ENSDARG00000030364,ENSG00000154188
ENSDARG00000043684,ENSG00000162813
ENSDARG00000021154,ENSG00000250799
ENSDARG00000078261,ENSG00000274810
ENSDARG00000078261,ENSG00000113971
ENSDARG00000095705,ENSG00000205643
ENSDARG00000042293,ENSG00000167434
ENSDARG00000061014,ENSG00000120457
ENSDARG00000063882,ENSG00000240230
ENSDARG00000115489,ENSG00000161594
ENSDARG00000004576,ENSG00000142731
ENSDARG00000060586,ENSG00000137770
ENSDARG00000075612,ENSG00000225830
ENSDARG00000045305,ENSG00000205268
ENSDARG00000092170,ENSG00000130208
ENSDARG00000038834,ENSG00000171503
ENSDARG00000062585,ENSG00000106009
ENSDARG00000044282,ENSG00000198887
ENSDARG00000022712,ENSG00000168610
ENSDARG00000038465,ENSG00000197457
ENSDARG00000028379,ENSG00000167112
ENSDARG00000020509,ENSG00000145545
ENSDARG00000013802,ENSG00000126226
ENSDARG00000058203,ENSG00000072501
ENSDARG00000036773,ENSG00000197364
ENSDARG00000036773,ENSG00000189334
ENSDARG00000036773,ENSG00000143556
ENSDARG00000036773,ENSG00000184330
ENSDARG00000036773,ENSG00000196420
ENSDARG00000036773,ENSG00000188015
ENSDARG00000036773,ENSG00000197747
ENSDARG00000036773,ENSG00000188817
ENSDARG00000036773,ENSG00000169906
ENSDARG00000036773,ENSG00000143546
ENSDARG00000036773,ENSG00000196154
ENSDARG00000036773,ENSG00000143536
ENSDARG00000036773,ENSG00000196754
ENSDARG00000034988,ENSG00000005981
ENSDARG00000026582,ENSG00000136003
ENSDARG00000061621,ENSG00000159445
ENSDARG00000090623,ENSG00000188897
ENSDARG00000063416,ENSG00000152894
ENSDARG00000042530,ENSG00000155561
ENSDARG00000043728,ENSG00000153006
ENSDARG00000089549,ENSG00000164929
ENSDARG00000076015,ENSG00000121316
ENSDARG00000012403,ENSG00000182150
ENSDARG00000041430,ENSG00000125845
ENSDARG00000001431,ENSG00000077522
ENSDARG00000088440,ENSG00000141298
ENSDARG00000062646,ENSG00000187605
ENSDARG00000043727,ENSG00000153015
ENSDARG00000035256,ENSG00000167658
ENSDARG00000095819,ENSG00000178171
ENSDARG00000074170,ENSG00000151876
ENSDARG00000098387,ENSG00000149534
ENSDARG00000098387,ENSG00000149516
ENSDARG00000098387,ENSG00000166928
ENSDARG00000098387,ENSG00000166961
ENSDARG00000098387,ENSG00000166930
ENSDARG00000098387,ENSG00000204979
ENSDARG00000098387,ENSG00000214782
ENSDARG00000098387,ENSG00000166926
ENSDARG00000098387,ENSG00000110077
ENSDARG00000098387,ENSG00000156738
ENSDARG00000098387,ENSG00000166927
ENSDARG00000098387,ENSG00000172689
ENSDARG00000070922,ENSG00000169714
ENSDARG00000070922,ENSG00000187969
ENSDARG00000035601,ENSG00000110887
ENSDARG00000093059,ENSG00000249861
ENSDARG00000093059,ENSG00000105198
ENSDARG00000093059,ENSG00000006659
ENSDARG00000009585,ENSG00000090060
ENSDARG00000014907,ENSG00000166033
ENSDARG00000063588,ENSG00000081307
ENSDARG00000013005,ENSG00000182667
ENSDARG00000034344,ENSG00000165194
ENSDARG00000034825,ENSG00000132952
ENSDARG00000060925,ENSG00000008083
ENSDARG00000042940,ENSG00000138386
ENSDARG00000055917,ENSG00000170113
ENSDARG00000062942,ENSG00000111262
ENSDARG00000021735,ENSG00000148408
ENSDARG00000062355,ENSG00000162779
ENSDARG00000022853,ENSG00000163378
ENSDARG00000087311,ENSG00000249861
ENSDARG00000087311,ENSG00000105198
ENSDARG00000087311,ENSG00000006659
ENSDARG00000007045,ENSG00000080802
ENSDARG00000073866,ENSG00000042088
ENSDARG00000054777,ENSG00000205765
ENSDARG00000035914,ENSG00000174695
ENSDARG00000056050,ENSG00000100379
ENSDARG00000004714,ENSG00000140262
ENSDARG00000032116,ENSG00000198791
ENSDARG00000094537,ENSG00000211641
ENSDARG00000009745,ENSG00000119402
ENSDARG00000054253,ENSG00000112320
ENSDARG00000009681,ENSG00000160563
ENSDARG00000076317,ENSG00000106397
ENSDARG00000069807,ENSG00000204160
ENSDARG00000100583,ENSG00000167861
ENSDARG00000022939,ENSG00000169592
ENSDARG00000095821,ENSG00000105131
ENSDARG00000000666,ENSG00000175874
ENSDARG00000033957,ENSG00000155275
ENSDARG00000032932,ENSG00000142675
ENSDARG00000079847,ENSG00000063245
ENSDARG00000075632,ENSG00000151164
ENSDARG00000003544,ENSG00000197381
ENSDARG00000092172,ENSG00000120549
ENSDARG00000055955,ENSG00000043462
ENSDARG00000074248,ENSG00000155755
ENSDARG00000099938,ENSG00000162897
ENSDARG00000027867,ENSG00000100767
ENSDARG00000035571,ENSG00000107362
ENSDARG00000054251,ENSG00000162976
ENSDARG00000018516,ENSG00000112079
ENSDARG00000098679,ENSG00000125450
ENSDARG00000015678,ENSG00000137965
ENSDARG00000015678,ENSG00000137959
ENSDARG00000023203,ENSG00000153029
ENSDARG00000103984,ENSG00000100055
ENSDARG00000090108,ENSG00000003249
ENSDARG00000005643,ENSG00000100116
ENSDARG00000005574,ENSG00000119614
ENSDARG00000031343,ENSG00000154917
ENSDARG00000005476,ENSG00000067798
ENSDARG00000078754,ENSG00000148730
ENSDARG00000070059,ENSG00000174796
ENSDARG00000035608,ENSG00000247077
ENSDARG00000006299,ENSG00000102606
ENSDARG00000020798,ENSG00000089818
ENSDARG00000087394,ENSG00000121297
ENSDARG00000024032,ENSG00000100473
ENSDARG00000003910,ENSG00000108510
ENSDARG00000063332,ENSG00000251322
ENSDARG00000098216,ENSG00000162897
ENSDARG00000008377,ENSG00000072134
ENSDARG00000030743,ENSG00000172296
ENSDARG00000057025,ENSG00000120903
ENSDARG00000016490,ENSG00000090565
ENSDARG00000043898,ENSG00000283977
ENSDARG00000043898,ENSG00000132286
ENSDARG00000006434,ENSG00000137054
ENSDARG00000098106,ENSG00000162897
ENSDARG00000067606,ENSG00000104941
ENSDARG00000010130,ENSG00000130768
ENSDARG00000061159,ENSG00000063169
ENSDARG00000057054,ENSG00000183423
ENSDARG00000092003,ENSG00000173992
ENSDARG00000020237,ENSG00000258839
ENSDARG00000077850,ENSG00000131981
ENSDARG00000057417,ENSG00000166321
ENSDARG00000025581,ENSG00000165496
ENSDARG00000025581,ENSG00000147403
ENSDARG00000078749,ENSG00000139044
ENSDARG00000062397,ENSG00000070614
ENSDARG00000003520,ENSG00000132405
ENSDARG00000009553,ENSG00000162188
ENSDARG00000036772,ENSG00000163348
ENSDARG00000087536,ENSG00000215421
ENSDARG00000040362,ENSG00000024422
ENSDARG00000013789,ENSG00000112246
ENSDARG00000028389,ENSG00000255587
ENSDARG00000089564,ENSG00000112559
ENSDARG00000042368,ENSG00000066735
ENSDARG00000088750,ENSG00000165899
ENSDARG00000096977,ENSG00000153029
ENSDARG00000075723,ENSG00000187908
ENSDARG00000051857,ENSG00000135269
ENSDARG00000062558,ENSG00000159579
ENSDARG00000061541,ENSG00000156687
ENSDARG00000075624,ENSG00000162373
ENSDARG00000103834,ENSG00000239306
ENSDARG00000005891,ENSG00000100243
ENSDARG00000100506,ENSG00000134376
ENSDARG00000043814,ENSG00000070526
ENSDARG00000004627,ENSG00000154143
ENSDARG00000005565,ENSG00000188833
ENSDARG00000029075,ENSG00000114268
ENSDARG00000102914,ENSG00000198837
ENSDARG00000054537,ENSG00000135540
ENSDARG00000054023,ENSG00000138892
ENSDARG00000052606,ENSG00000142002
ENSDARG00000025855,ENSG00000163888
ENSDARG00000057626,ENSG00000161677
ENSDARG00000012076,ENSG00000118137
ENSDARG00000019521,ENSG00000121053
ENSDARG00000043835,ENSG00000105649
ENSDARG00000090071,ENSG00000171509
ENSDARG00000015731,ENSG00000171714
ENSDARG00000079463,ENSG00000013288
ENSDARG00000068208,ENSG00000140995
ENSDARG00000076079,ENSG00000182040
ENSDARG00000043938,ENSG00000180979
ENSDARG00000043938,ENSG00000285942
ENSDARG00000059629,ENSG00000128203
ENSDARG00000079977,ENSG00000188158
ENSDARG00000039020,ENSG00000112029
ENSDARG00000099315,ENSG00000147383
ENSDARG00000091656,ENSG00000128534
ENSDARG00000019144,ENSG00000168118
ENSDARG00000012071,ENSG00000116194
ENSDARG00000054054,ENSG00000158764
ENSDARG00000033436,ENSG00000125505
ENSDARG00000074384,ENSG00000221955
ENSDARG00000040559,ENSG00000113456
ENSDARG00000098883,ENSG00000185482
ENSDARG00000019223,ENSG00000134884
ENSDARG00000039757,ENSG00000180398
ENSDARG00000077656,ENSG00000112379
ENSDARG00000040214,ENSG00000261678
ENSDARG00000058821,ENSG00000112902
ENSDARG00000052615,ENSG00000000005
ENSDARG00000096940,ENSG00000153029
ENSDARG00000026519,ENSG00000116191
ENSDARG00000079434,ENSG00000121210
ENSDARG00000017525,ENSG00000129315
ENSDARG00000103964,ENSG00000162897
ENSDARG00000069701,ENSG00000153012
ENSDARG00000010673,ENSG00000108448
ENSDARG00000010673,ENSG00000221926
ENSDARG00000075133,ENSG00000181790
ENSDARG00000078458,ENSG00000104866
ENSDARG00000037100,ENSG00000088448
ENSDARG00000098954,ENSG00000133121
ENSDARG00000032318,ENSG00000151690
ENSDARG00000025013,ENSG00000156049
ENSDARG00000042850,ENSG00000116218
ENSDARG00000093796,ENSG00000158764
ENSDARG00000091956,ENSG00000198792
ENSDARG00000010862,ENSG00000145020
ENSDARG00000057427,ENSG00000185518
ENSDARG00000042791,ENSG00000139436
ENSDARG00000019516,ENSG00000170374
ENSDARG00000102674,ENSG00000175216
ENSDARG00000077537,ENSG00000213965
ENSDARG00000058448,ENSG00000169249
ENSDARG00000105598,ENSG00000179914
ENSDARG00000054610,ENSG00000102879
ENSDARG00000045516,ENSG00000151655
ENSDARG00000010794,ENSG00000112561
ENSDARG00000105398,ENSG00000257390
ENSDARG00000105398,ENSG00000135392
ENSDARG00000018146,ENSG00000224586
ENSDARG00000056690,ENSG00000063601
ENSDARG00000061165,ENSG00000108576
ENSDARG00000056509,ENSG00000175087
ENSDARG00000052390,ENSG00000100580
ENSDARG00000020857,ENSG00000181982
ENSDARG00000039943,ENSG00000158246
ENSDARG00000100913,ENSG00000196914
ENSDARG00000079500,ENSG00000084731
ENSDARG00000045408,ENSG00000149591
ENSDARG00000090716,ENSG00000141367
ENSDARG00000029039,ENSG00000184307
ENSDARG00000013847,ENSG00000146648
ENSDARG00000045930,ENSG00000166831
ENSDARG00000062147,ENSG00000036473
ENSDARG00000028393,ENSG00000146122
ENSDARG00000056648,ENSG00000151348
ENSDARG00000074435,ENSG00000011295
ENSDARG00000034700,ENSG00000112715
ENSDARG00000069058,ENSG00000249861
ENSDARG00000069058,ENSG00000105198
ENSDARG00000069058,ENSG00000006659
ENSDARG00000023933,ENSG00000136603
ENSDARG00000032013,ENSG00000007168
ENSDARG00000058504,ENSG00000182287
ENSDARG00000035399,ENSG00000164331
ENSDARG00000098348,ENSG00000162664
ENSDARG00000078247,ENSG00000146469
ENSDARG00000051713,ENSG00000153029
ENSDARG00000044194,ENSG00000145022
ENSDARG00000061600,ENSG00000135048
ENSDARG00000055229,ENSG00000107130
ENSDARG00000074213,ENSG00000106263
ENSDARG00000036056,ENSG00000105053
ENSDARG00000025903,ENSG00000249861
ENSDARG00000025903,ENSG00000105198
ENSDARG00000025903,ENSG00000006659
ENSDARG00000086075,ENSG00000182670
ENSDARG00000078211,ENSG00000144488
ENSDARG00000021141,ENSG00000175895
ENSDARG00000020467,ENSG00000160633
ENSDARG00000027538,ENSG00000165555
ENSDARG00000067664,ENSG00000205784
ENSDARG00000038467,ENSG00000162729
ENSDARG00000070682,ENSG00000078808
ENSDARG00000036291,ENSG00000070081
ENSDARG00000003845,ENSG00000203668
ENSDARG00000003845,ENSG00000188419
ENSDARG00000087517,ENSG00000132640
ENSDARG00000035326,ENSG00000188505
ENSDARG00000002795,ENSG00000105419
ENSDARG00000060915,ENSG00000127585
ENSDARG00000094018,ENSG00000167257
ENSDARG00000024492,ENSG00000049089
ENSDARG00000063059,ENSG00000143921
ENSDARG00000001447,ENSG00000198160
ENSDARG00000056722,ENSG00000102181
ENSDARG00000008986,ENSG00000165891
ENSDARG00000077515,ENSG00000165046
ENSDARG00000041493,ENSG00000196497
ENSDARG00000069262,ENSG00000178965
ENSDARG00000014592,ENSG00000119522
ENSDARG00000100772,ENSG00000087116
ENSDARG00000005108,ENSG00000197822
ENSDARG00000037390,ENSG00000169181
ENSDARG00000076960,ENSG00000162073
ENSDARG00000078784,ENSG00000174197
ENSDARG00000092018,ENSG00000167257
ENSDARG00000102178,ENSG00000132205
ENSDARG00000019328,ENSG00000221866
ENSDARG00000053652,ENSG00000156170
ENSDARG00000017676,ENSG00000087245
ENSDARG00000038737,ENSG00000025293
ENSDARG00000073841,ENSG00000128731
ENSDARG00000089626,ENSG00000110958
ENSDARG00000041145,ENSG00000137819
ENSDARG00000016443,ENSG00000184110
ENSDARG00000016443,ENSG00000205609
ENSDARG00000052000,ENSG00000105971
ENSDARG00000019715,ENSG00000172878
ENSDARG00000068036,ENSG00000183160
ENSDARG00000063078,ENSG00000138075
ENSDARG00000069422,ENSG00000145912
ENSDARG00000038669,ENSG00000162645
ENSDARG00000101129,ENSG00000162897
ENSDARG00000037017,ENSG00000130939
ENSDARG00000018742,ENSG00000068878
ENSDARG00000104315,ENSG00000183386
ENSDARG00000014159,ENSG00000147649
ENSDARG00000014159,ENSG00000176909
ENSDARG00000058105,ENSG00000165502
ENSDARG00000061228,ENSG00000101132
ENSDARG00000045515,ENSG00000151657
ENSDARG00000056045,ENSG00000070019
ENSDARG00000018107,ENSG00000105514
ENSDARG00000016573,ENSG00000179832
ENSDARG00000095640,ENSG00000153283
ENSDARG00000079625,ENSG00000175054
ENSDARG00000098871,ENSG00000125447
ENSDARG00000075515,ENSG00000104894
ENSDARG00000041060,ENSG00000249861
ENSDARG00000041060,ENSG00000105198
ENSDARG00000041060,ENSG00000006659
ENSDARG00000056259,ENSG00000075568
ENSDARG00000008840,ENSG00000256269
ENSDARG00000010137,ENSG00000198728
ENSDARG00000060120,ENSG00000168237
ENSDARG00000015325,ENSG00000160201
ENSDARG00000015325,ENSG00000275895
ENSDARG00000079717,ENSG00000183808
ENSDARG00000071233,ENSG00000178467
ENSDARG00000031777,ENSG00000186951
ENSDARG00000074860,ENSG00000115665
ENSDARG00000054848,ENSG00000004799
ENSDARG00000036584,ENSG00000101638
ENSDARG00000077367,ENSG00000196358
ENSDARG00000101072,ENSG00000113300
ENSDARG00000103840,ENSG00000171492
ENSDARG00000020164,ENSG00000125266
ENSDARG00000032131,ENSG00000151577
ENSDARG00000042233,ENSG00000196468
ENSDARG00000053474,ENSG00000163239
ENSDARG00000008706,ENSG00000124374
ENSDARG00000099911,ENSG00000171488
ENSDARG00000104223,ENSG00000168216
ENSDARG00000011885,ENSG00000115364
ENSDARG00000012824,ENSG00000005884
ENSDARG00000016128,ENSG00000070718
ENSDARG00000020009,ENSG00000138756
ENSDARG00000070913,ENSG00000181449
ENSDARG00000059824,ENSG00000167780
ENSDARG00000074760,ENSG00000068724
ENSDARG00000056665,ENSG00000037474
ENSDARG00000044629,ENSG00000116983
ENSDARG00000044629,ENSG00000138472
ENSDARG00000012949,ENSG00000102098
ENSDARG00000089933,ENSG00000105122
