Gene stable ID,Gene name
ENSRNOG00000050283,Olr1294
ENSRNOG00000026297,Serpina16
ENSRNOG00000009602,AABR07012329.1
ENSRNOG00000004958,Slc22a22
ENSRNOG00000012645,Mecom
ENSRNOG00000059965,Olr648
ENSRNOG00000061004,Asphd2
ENSRNOG00000037401,AABR07058413.1
ENSRNOG00000022863,Lingo4
ENSRNOG00000013967,Blnk
ENSRNOG00000031864,AABR07021871.1
ENSRNOG00000025528,Efr3a
ENSRNOG00000002488,Galnt10
ENSRNOG00000055756,Bcap31
ENSRNOG00000049959,Igsf21
ENSRNOG00000052386,Nlrx1
ENSRNOG00000018129,Ndufab1
ENSRNOG00000031593,Nanos3
ENSRNOG00000047958,LOC108348032
ENSRNOG00000025970,AABR07068127.1
ENSRNOG00000006019,G0s2
ENSRNOG00000008749,Col5a1
ENSRNOG00000037159,LOC102551064
ENSRNOG00000002144,Exoc1
ENSRNOG00000025059,Nxph4
ENSRNOG00000019798,Stub1
ENSRNOG00000019943,Slc7a6
ENSRNOG00000023452,AABR07050449.1
ENSRNOG00000002710,Cnst
ENSRNOG00000003865,Tmigd1
ENSRNOG00000014996,Katna1
ENSRNOG00000003526,Sytl4
ENSRNOG00000025318,Scyl3
ENSRNOG00000029640,Olr439
ENSRNOG00000027341,Tenm2
ENSRNOG00000026742,Ypel5
ENSRNOG00000048762,AABR07000534.1
ENSRNOG00000018397,Dnph1
ENSRNOG00000047894,AABR07034648.1
ENSRNOG00000031061,LOC306079
ENSRNOG00000033499,AABR07012310.1
ENSRNOG00000051006,Ufsp1
ENSRNOG00000055529,AABR07071874.1
ENSRNOG00000057569,Ahnak
ENSRNOG00000047453,Casd1
ENSRNOG00000055936,Trnp1
ENSRNOG00000049893,LOC100910934
ENSRNOG00000007801,R3hdm2
ENSRNOG00000015736,Dhrs3
ENSRNOG00000010917,Bmp5
ENSRNOG00000014044,Pank4
ENSRNOG00000005981,Nt5c3a
ENSRNOG00000011348,Snx14
ENSRNOG00000024954,Mgat5b
ENSRNOG00000011912,Tmem38a
ENSRNOG00000003999,Adcy3
ENSRNOG00000029038,Gemin8
ENSRNOG00000018988,Ing5
ENSRNOG00000013764,Fam118a
ENSRNOG00000014054,Adam7
ENSRNOG00000005776,Bcl11b
ENSRNOG00000050494,LOC100910567
ENSRNOG00000030776,Sytl2
ENSRNOG00000026754,Usp47
ENSRNOG00000053633,LOC103690354
ENSRNOG00000046941,LOC100909964
ENSRNOG00000056836,Cav1
ENSRNOG00000011617,Dguok
ENSRNOG00000020689,Cpeb3
ENSRNOG00000021102,Scn1b
ENSRNOG00000010461,Gpx8
ENSRNOG00000002358,Scpep1
ENSRNOG00000033483,Vom1r44
ENSRNOG00000016831,Serpinh1
ENSRNOG00000008484,Pdcl
ENSRNOG00000010482,Impa1
ENSRNOG00000010628,Sec13
ENSRNOG00000016265,Acsl5
ENSRNOG00000030575,AABR07013111.1
ENSRNOG00000006293,Foxi1
ENSRNOG00000000583,Cdk19
ENSRNOG00000057758,AABR07068674.1
ENSRNOG00000042524,Milr1
ENSRNOG00000002167,Dmp1
ENSRNOG00000012616,Ppt1
ENSRNOG00000014276,Plce1
ENSRNOG00000014166,Smoc2
ENSRNOG00000015541,Gnb3
ENSRNOG00000046905,Sgce
ENSRNOG00000053267,AABR07023210.1
ENSRNOG00000024009,Ffar1
ENSRNOG00000054314,Kcng1
ENSRNOG00000000303,Cep57l1
ENSRNOG00000006932,AABR07029272.1
ENSRNOG00000018132,Hmgxb3
ENSRNOG00000059214,AABR07060963.4
ENSRNOG00000008456,Thoc5
ENSRNOG00000001218,AABR07044583.1
ENSRNOG00000008508,Acrv1
ENSRNOG00000009397,Kbtbd4
ENSRNOG00000020298,Bag3
ENSRNOG00000010798,Blk
ENSRNOG00000046666,Haus1
ENSRNOG00000058153,AABR07013202.1
ENSRNOG00000042547,AABR07001902.1
ENSRNOG00000004926,Mettl15
ENSRNOG00000057345,AABR07027744.2
ENSRNOG00000004262,LOC102546716
ENSRNOG00000001183,Hnf1a
ENSRNOG00000050867,AABR07050530.1
ENSRNOG00000015906,Tgif1
ENSRNOG00000003853,Scoc
ENSRNOG00000031564,AABR07062859.1
ENSRNOG00000018415,Acot13
ENSRNOG00000025536,AABR07018331.1
ENSRNOG00000030045,AABR07068327.1
ENSRNOG00000040101,AABR07026805.2
ENSRNOG00000005660,Fam110c
ENSRNOG00000060175,Tsen2
ENSRNOG00000012985,Pfdn5
ENSRNOG00000055889,AABR07030901.1
ENSRNOG00000048486,AABR07037510.2
ENSRNOG00000028803,Cd209e
ENSRNOG00000022257,Tex46
ENSRNOG00000016986,AC105631.1
ENSRNOG00000007374,Tac1
ENSRNOG00000030162,AC114393.1
ENSRNOG00000038459,Ulk3
ENSRNOG00000001229,Col18a1
ENSRNOG00000041746,AC095678.1
ENSRNOG00000047374,Gnas
ENSRNOG00000007229,Nr0b2
ENSRNOG00000054978,H1f2
ENSRNOG00000061801,AABR07061230.1
ENSRNOG00000012579,Tlcd1
ENSRNOG00000004131,Pkn1
ENSRNOG00000036869,Tmem88b
ENSRNOG00000000605,Hs3st5
ENSRNOG00000049443,Vom2r77
ENSRNOG00000022445,Iqcf3
ENSRNOG00000056648,AABR07065531.18
ENSRNOG00000061425,Cox14
ENSRNOG00000044636,AABR07073110.1
ENSRNOG00000061749,7SK
ENSRNOG00000039214,Map11
ENSRNOG00000060774,U6
ENSRNOG00000009594,Snai1
ENSRNOG00000003524,Lrrc59
ENSRNOG00000000073,Tmed5
ENSRNOG00000043975,5S_rRNA
ENSRNOG00000059328,LOC103690297
ENSRNOG00000017556,Chrm4
ENSRNOG00000017146,Nfatc1
ENSRNOG00000061305,AABR07028227.1
ENSRNOG00000010315,Ccr4
ENSRNOG00000021787,Zfp217
ENSRNOG00000041010,5S_rRNA
ENSRNOG00000032885,LOC100363502
ENSRNOG00000047279,Pga5
ENSRNOG00000017816,Pde6a
ENSRNOG00000000307,Mical1
ENSRNOG00000036686,Anapc11
ENSRNOG00000060811,U6
ENSRNOG00000056358,Ccdc27
ENSRNOG00000061445,SNORD115
ENSRNOG00000004726,Mapkapk2
ENSRNOG00000016312,Catsper4
ENSRNOG00000059436,U6
ENSRNOG00000048970,LOC100911804
ENSRNOG00000036816,Wls
ENSRNOG00000056796,5_8S_rRNA
ENSRNOG00000023546,Hspb1
ENSRNOG00000036243,Mir493
ENSRNOG00000060640,AABR07018290.1
ENSRNOG00000021758,Tnpo3
ENSRNOG00000059562,AABR07055737.1
ENSRNOG00000016910,Ralgps1
ENSRNOG00000057884,AABR07052573.1
ENSRNOG00000057289,AABR07011084.1
ENSRNOG00000036434,AC106510.1
ENSRNOG00000037219,RGD1562492
ENSRNOG00000012911,Erlin1
ENSRNOG00000050466,Vom1r56
ENSRNOG00000005907,Rad18
ENSRNOG00000053955,AABR07011746.1
ENSRNOG00000050427,AABR07054424.1
ENSRNOG00000053846,AABR07027476.1
ENSRNOG00000024119,Ghsr
ENSRNOG00000047123,Tstd1
ENSRNOG00000058624,AABR07043001.1
ENSRNOG00000000662,Srrd
ENSRNOG00000019975,Cdc5l
ENSRNOG00000007043,Prorp
ENSRNOG00000054184,U2
ENSRNOG00000039461,Pcdhga3
ENSRNOG00000001752,Nrros
ENSRNOG00000052994,AABR07040481.1
ENSRNOG00000009080,Atp6v1d
ENSRNOG00000059683,Mpp2
ENSRNOG00000059363,AC130862.3
ENSRNOG00000055316,Mir1839
ENSRNOG00000008163,Atp6v1g1
ENSRNOG00000051701,AABR07073453.1
ENSRNOG00000036911,Bicd1
ENSRNOG00000061252,U6
ENSRNOG00000046468,Ptgfr
ENSRNOG00000036692,Gcgr
ENSRNOG00000048648,AC142187.2
ENSRNOG00000005792,Ankef1
ENSRNOG00000006855,Padi4
ENSRNOG00000001578,Hoxd4
ENSRNOG00000046877,AC134632.1
ENSRNOG00000048400,Dcm5
ENSRNOG00000052732,AABR07062694.2
ENSRNOG00000047089,Alkbh7
ENSRNOG00000053501,AABR07065265.2
ENSRNOG00000022971,AC115666.1
ENSRNOG00000018061,Tmem80
ENSRNOG00000015439,Man2a1
ENSRNOG00000055291,AABR07061022.3
ENSRNOG00000018193,Poc5
ENSRNOG00000015567,Slc9a2
ENSRNOG00000020166,Znrd1as
ENSRNOG00000059934,SNORD115
ENSRNOG00000016544,Arhgef28
ENSRNOG00000060899,AABR07040840.1
ENSRNOG00000061508,Reps2
ENSRNOG00000014098,Pold2
ENSRNOG00000006746,Olr1607
ENSRNOG00000049817,LOC108351365
ENSRNOG00000053316,7SK
ENSRNOG00000000942,Pan3
ENSRNOG00000007032,Amigo2
ENSRNOG00000049918,Lrg1
ENSRNOG00000021345,Timd2
ENSRNOG00000046641,AABR07055864.1
ENSRNOG00000029938,Pik3c2b
ENSRNOG00000022386,Opalin
ENSRNOG00000029996,AABR07054368.1
ENSRNOG00000056239,7SK
ENSRNOG00000003131,Traf7
ENSRNOG00000002186,Nudt9
ENSRNOG00000026225,Tas2r138
ENSRNOG00000056650,U6
ENSRNOG00000056377,SNORD42
ENSRNOG00000051707,AC105648.3
ENSRNOG00000050129,AABR07000137.1
ENSRNOG00000056262,7SK
ENSRNOG00000060704,7SK
ENSRNOG00000003984,Apln
ENSRNOG00000059039,Gm24289
ENSRNOG00000036435,Mir449c
ENSRNOG00000049815,AABR07070505.2
ENSRNOG00000031942,Olr1313
ENSRNOG00000057546,U7
ENSRNOG00000053839,AABR07065532.6
ENSRNOG00000056727,AABR07057353.2
ENSRNOG00000043331,Ankrd65
ENSRNOG00000058932,Zfp202
ENSRNOG00000001517,Pdk1
ENSRNOG00000052749,U5
ENSRNOG00000040351,Mir667
ENSRNOG00000060386,AC135285.4
ENSRNOG00000054779,7SK
ENSRNOG00000055243,AABR07054399.1
ENSRNOG00000030750,Zfp2
ENSRNOG00000053374,AABR07027754.1
ENSRNOG00000035635,Mir448
ENSRNOG00000047019,Bbip1
ENSRNOG00000017083,Fam50b
ENSRNOG00000036425,AABR07010633.1
ENSRNOG00000059815,AABR07073420.1
ENSRNOG00000059481,AABR07072755.1
ENSRNOG00000014710,Prom2
ENSRNOG00000051459,U6
ENSRNOG00000010815,Elf2
ENSRNOG00000057457,U1
ENSRNOG00000021659,Acp4
ENSRNOG00000004889,Vangl2
ENSRNOG00000052684,U6
ENSRNOG00000060270,Mir224
ENSRNOG00000041822,5S_rRNA
ENSRNOG00000007967,Sdhb
ENSRNOG00000053892,AABR07011705.1
ENSRNOG00000016207,Galnt1
ENSRNOG00000052511,U6
ENSRNOG00000052837,Dcun1d2
ENSRNOG00000061685,AABR07000398.2
ENSRNOG00000049947,Olr666
ENSRNOG00000010870,Foxn1
ENSRNOG00000059267,SNORA73
ENSRNOG00000053754,AABR07058907.1
ENSRNOG00000020229,Homer3
ENSRNOG00000049802,AABR07031533.1
ENSRNOG00000054187,U6
ENSRNOG00000030537,Slc26a11
ENSRNOG00000060004,Mir3572
ENSRNOG00000059398,7SK
ENSRNOG00000047238,AABR07028479.3
ENSRNOG00000054735,AABR07018806.2
ENSRNOG00000040357,Mir672
ENSRNOG00000059371,AABR07064811.2
ENSRNOG00000048322,LOC100911492
ENSRNOG00000061001,U6
ENSRNOG00000058579,AABR07048176.1
ENSRNOG00000044660,5S_rRNA
ENSRNOG00000051560,AABR07016865.1
ENSRNOG00000060252,U6
ENSRNOG00000001047,Map2k7
ENSRNOG00000025049,Lrrc72
ENSRNOG00000001572,Hoxd1
ENSRNOG00000031126,Tecta
ENSRNOG00000058684,Metazoa_SRP
ENSRNOG00000061343,SNORD115
ENSRNOG00000054597,AABR07051511.1
ENSRNOG00000056334,U6
ENSRNOG00000061396,AABR07072830.1
ENSRNOG00000001893,LOC100362453
ENSRNOG00000030463,Faim
ENSRNOG00000004971,Txlng
ENSRNOG00000054093,AABR07005837.2
ENSRNOG00000058026,AABR07031253.1
ENSRNOG00000008058,Tmprss5
ENSRNOG00000047275,AABR07037608.1
ENSRNOG00000059997,Brip1
ENSRNOG00000056901,AABR07003390.1
ENSRNOG00000011019,Faahl
ENSRNOG00000052186,AABR07064631.1
ENSRNOG00000055048,U6
ENSRNOG00000054312,AABR07004761.1
ENSRNOG00000019205,Gnpat
ENSRNOG00000038190,Dok6
ENSRNOG00000050601,Olr1389
ENSRNOG00000057731,AABR07021635.3
ENSRNOG00000054811,AABR07063755.1
ENSRNOG00000056499,AABR07059850.1
ENSRNOG00000058552,AABR07051733.3
ENSRNOG00000059379,AABR07060261.1
ENSRNOG00000060072,AABR07007765.1
ENSRNOG00000060361,AABR07071552.1
ENSRNOG00000060787,AABR07072169.1
ENSRNOG00000006631,Sema3e
ENSRNOG00000060139,AABR07048478.1
ENSRNOG00000016321,Entpd4
ENSRNOG00000051543,AABR07008661.1
ENSRNOG00000060498,AABR07015761.1
ENSRNOG00000027015,Ythdf1
ENSRNOG00000002979,Tbx19
ENSRNOG00000042156,AABR07017874.1
ENSRNOG00000060624,AABR07026499.2
ENSRNOG00000058191,AABR07003468.1
ENSRNOG00000013380,Rhov
ENSRNOG00000053131,AABR07065113.2
ENSRNOG00000059836,AC096938.1
ENSRNOG00000052971,AABR07010777.1
ENSRNOG00000047094,Olr1691
ENSRNOG00000061366,AABR07037528.1
ENSRNOG00000059110,AABR07068341.1
ENSRNOG00000001260,Nudt1
ENSRNOG00000009168,Sprr2d
ENSRNOG00000008548,LOC100360940
ENSRNOG00000061687,LOC103690241
ENSRNOG00000032716,Olr1692
ENSRNOG00000013178,Cmip
ENSRNOG00000053863,AABR07060151.1
ENSRNOG00000058356,AABR07068712.2
ENSRNOG00000057898,SNORA70
ENSRNOG00000055552,AABR07013788.1
ENSRNOG00000017040,Wrnip1
ENSRNOG00000048495,Rrp12
ENSRNOG00000014027,RGD1304728
ENSRNOG00000052083,AC141961.1
ENSRNOG00000035615,Mir370
ENSRNOG00000021380,Fads6
ENSRNOG00000057032,AABR07043929.1
ENSRNOG00000032442,AABR07030911.1
ENSRNOG00000019854,Napsa
ENSRNOG00000052261,7SK
ENSRNOG00000032827,AABR07058412.1
ENSRNOG00000006503,Frmd3
ENSRNOG00000031665,Ace2
ENSRNOG00000035585,Mir185
ENSRNOG00000009311,Fstl3
ENSRNOG00000004137,Ubtd2
ENSRNOG00000051497,7SK
ENSRNOG00000002036,Paxbp1
ENSRNOG00000053410,Adcy10
ENSRNOG00000056205,U6
ENSRNOG00000017982,Pnliprp2
ENSRNOG00000048758,Snrpd2l
ENSRNOG00000048490,AABR07008099.1
ENSRNOG00000001704,Runx1
ENSRNOG00000004777,Esf1
ENSRNOG00000052872,AABR07033090.1
ENSRNOG00000010737,Mbnl2
ENSRNOG00000034164,Cr2
ENSRNOG00000004319,AABR07038019.1
ENSRNOG00000003176,Mixl1
ENSRNOG00000015505,Mfap5
ENSRNOG00000052215,AABR07064616.1
ENSRNOG00000055493,AABR07050017.2
ENSRNOG00000047289,AABR07030386.1
ENSRNOG00000058870,Mroh7
ENSRNOG00000057533,SNORA62
ENSRNOG00000006460,Amdhd2
ENSRNOG00000033000,Oog3
ENSRNOG00000005468,Rbm28
ENSRNOG00000057548,AABR07051741.1
ENSRNOG00000059607,U7
ENSRNOG00000027929,Poln
ENSRNOG00000026204,Dclre1a
ENSRNOG00000055244,U6
ENSRNOG00000017810,Uros
ENSRNOG00000051898,AABR07034059.1
ENSRNOG00000023549,Samd5
ENSRNOG00000003235,Mgat4b
ENSRNOG00000041297,AABR07028479.2
ENSRNOG00000051844,AABR07000248.1
ENSRNOG00000032097,AABR07008025.1
ENSRNOG00000009022,Rtkn
ENSRNOG00000057875,AC121719.1
ENSRNOG00000008915,Prima1
ENSRNOG00000021113,Uba2
ENSRNOG00000054630,AABR07050146.1
ENSRNOG00000055653,AC123495.3
ENSRNOG00000048301,LOC691368
ENSRNOG00000058774,AABR07053870.1
ENSRNOG00000034195,Bpi
ENSRNOG00000015393,Slc32a1
ENSRNOG00000051377,AABR07001099.2
ENSRNOG00000054714,AABR07008107.1
ENSRNOG00000009969,Olr539
ENSRNOG00000058923,AABR07008386.1
ENSRNOG00000025603,Adgrf2
ENSRNOG00000010537,Dis3l
ENSRNOG00000047108,AC097845.1
ENSRNOG00000058300,LOC108350020
ENSRNOG00000011969,Dock9
ENSRNOG00000060752,AABR07013073.3
ENSRNOG00000051557,U4
ENSRNOG00000049525,AABR07065812.1
ENSRNOG00000050607,AABR07027637.1
ENSRNOG00000060057,AABR07069186.1
ENSRNOG00000059118,U6
ENSRNOG00000008474,Acox3
ENSRNOG00000048523,LOC108348142
ENSRNOG00000026866,Syn3
ENSRNOG00000059075,AABR07043429.2
ENSRNOG00000055352,U1
ENSRNOG00000054048,AABR07044804.1
ENSRNOG00000021575,Cfhr2
ENSRNOG00000059821,U6
ENSRNOG00000012641,Sfr1
ENSRNOG00000059633,AABR07065619.1
ENSRNOG00000016286,Iyd
ENSRNOG00000004992,Rab1a
ENSRNOG00000023109,Icoslg
ENSRNOG00000061208,AABR07066987.1
ENSRNOG00000008659,Arhgap21
ENSRNOG00000048613,LOC100911130
ENSRNOG00000057167,Metazoa_SRP
ENSRNOG00000047118,LOC683897
ENSRNOG00000024677,Arhgap33
ENSRNOG00000056138,AABR07043121.1
ENSRNOG00000054832,U6
ENSRNOG00000004787,AABR07053185.1
ENSRNOG00000020363,Med25
ENSRNOG00000048831,Sowahc
ENSRNOG00000011891,Atp6v1b2
ENSRNOG00000041236,Mir743a
ENSRNOG00000055057,U6
ENSRNOG00000011706,Mbl1
ENSRNOG00000023458,Dcaf12l1
ENSRNOG00000053584,Gm26406
ENSRNOG00000051516,Olr636
ENSRNOG00000057885,U6
ENSRNOG00000051619,Asb2
ENSRNOG00000017645,Mylpf
ENSRNOG00000031790,H2bu1
ENSRNOG00000036782,Svs3b
ENSRNOG00000045182,5S_rRNA
ENSRNOG00000058386,Golt1b
ENSRNOG00000048981,Ahsa1
ENSRNOG00000050738,Olr1702
ENSRNOG00000061834,AABR07042403.1
ENSRNOG00000017381,Itih4
ENSRNOG00000006478,Gja10
ENSRNOG00000059537,U4
ENSRNOG00000013194,Rps6ka2
ENSRNOG00000005652,Cntn4
ENSRNOG00000047853,Ss18l2
ENSRNOG00000050111,Cenpo
ENSRNOG00000053137,SNORA73
ENSRNOG00000046095,LOC103690011
ENSRNOG00000004048,Lrrk2
ENSRNOG00000020426,Erf
ENSRNOG00000058532,U6
ENSRNOG00000006946,Arhgap9
ENSRNOG00000061432,AABR07030914.1
ENSRNOG00000054227,AC242860.1
ENSRNOG00000055012,LOC108348078
ENSRNOG00000055062,AABR07018198.1
ENSRNOG00000045674,Vom2r59
ENSRNOG00000042526,Wfdc6a
ENSRNOG00000060421,AABR07042326.2
ENSRNOG00000017048,Prl8a2
ENSRNOG00000057921,AABR07004100.1
ENSRNOG00000059503,AABR07005596.1
ENSRNOG00000019455,Ap4b1
ENSRNOG00000024073,Syce1
ENSRNOG00000057349,AABR07005758.1
ENSRNOG00000006355,Akap8l
ENSRNOG00000016210,Micalcl
ENSRNOG00000055184,AABR07052263.1
ENSRNOG00000055851,AABR07063901.2
ENSRNOG00000061935,AABR07064139.1
ENSRNOG00000019050,Ifit1
ENSRNOG00000059982,LOC100910599
ENSRNOG00000049051,Olr1252
ENSRNOG00000017039,RGD1310717
ENSRNOG00000057495,AABR07033867.1
ENSRNOG00000010882,Sptlc1
ENSRNOG00000053057,AABR07028266.1
ENSRNOG00000039238,Olr1305
ENSRNOG00000055056,AABR07062390.2
ENSRNOG00000050104,Clip3
ENSRNOG00000052315,AC244225.1
ENSRNOG00000000564,Tbata
ENSRNOG00000022599,AABR07035479.1
ENSRNOG00000016190,Coq9
ENSRNOG00000054757,Adcy6
ENSRNOG00000023774,AABR07057282.1
ENSRNOG00000047137,Erbin
ENSRNOG00000042470,Eras
ENSRNOG00000053772,Klra22
ENSRNOG00000032891,Obox2
ENSRNOG00000004263,Ints7
ENSRNOG00000031720,AABR07018269.1
ENSRNOG00000010983,Otog
ENSRNOG00000057409,AABR07053667.1
ENSRNOG00000010184,Brk1
ENSRNOG00000018850,Ttc9b
ENSRNOG00000020355,Twist2
ENSRNOG00000006444,Fkbp4
ENSRNOG00000016451,Cd1d1
ENSRNOG00000003778,Opn3
ENSRNOG00000059498,U6
ENSRNOG00000059445,Aifm2
ENSRNOG00000030416,Zfp870
ENSRNOG00000005957,Slc4a7
ENSRNOG00000052234,U6
ENSRNOG00000013208,Olr382
ENSRNOG00000052340,AABR07027810.2
ENSRNOG00000010761,Sftpb
ENSRNOG00000002199,Tmem165
ENSRNOG00000023455,Pomgnt1
ENSRNOG00000003668,Olr1404
ENSRNOG00000043813,AABR07014478.1
ENSRNOG00000054724,Pycr3
ENSRNOG00000009385,Pik3cg
ENSRNOG00000024568,Ndufs7
ENSRNOG00000046283,Tmem41a
ENSRNOG00000046163,AABR07042936.1
ENSRNOG00000054431,U1
ENSRNOG00000047551,LOC100911615
ENSRNOG00000035601,Mir139
ENSRNOG00000032004,Cyp2b21
ENSRNOG00000021996,Nlrp4
ENSRNOG00000051799,Olfr390
ENSRNOG00000061429,Rph3al
ENSRNOG00000001189,Sik1
ENSRNOG00000060548,U6
ENSRNOG00000018522,LOC100911186
ENSRNOG00000025321,AABR07007769.1
ENSRNOG00000032160,AABR07014996.1
ENSRNOG00000053758,U2
ENSRNOG00000036811,Olr94
ENSRNOG00000046334,AABR07027753.1
ENSRNOG00000048601,AABR07052084.1
ENSRNOG00000054135,U1
ENSRNOG00000029732,AABR07006451.1
ENSRNOG00000054769,U2
ENSRNOG00000007539,Rsad2
ENSRNOG00000007088,Xpot
ENSRNOG00000011704,Fbxo34
ENSRNOG00000047689,AC126572.4
ENSRNOG00000056451,Vom1r1
ENSRNOG00000005247,LOC100912008
ENSRNOG00000027592,Rerg
ENSRNOG00000046777,Olr1443
ENSRNOG00000038478,AABR07029613.1
ENSRNOG00000054180,U6
ENSRNOG00000002312,Atp10d
ENSRNOG00000052015,AABR07042937.1
ENSRNOG00000027871,Rapgefl1
ENSRNOG00000010472,Ccdc32
ENSRNOG00000060877,AABR07067031.1
ENSRNOG00000016385,Gabrd
ENSRNOG00000020744,Adar
ENSRNOG00000046143,Pgap3
ENSRNOG00000019955,Ogdhl
ENSRNOG00000019518,Pde4c
ENSRNOG00000058823,AABR07031574.1
ENSRNOG00000007765,Frzb
ENSRNOG00000047538,AABR07028480.5
ENSRNOG00000052339,Olr496
ENSRNOG00000001762,Pcyt1a
ENSRNOG00000015896,Rbpms2
ENSRNOG00000003734,AABR07041600.1
ENSRNOG00000019012,D2hgdh
ENSRNOG00000055295,Pecr
ENSRNOG00000017508,Kmt5c
ENSRNOG00000056093,RNaseP_nuc
ENSRNOG00000016695,Mmp2
ENSRNOG00000054235,AABR07053172.1
ENSRNOG00000017195,Ctr9
ENSRNOG00000015691,Inka2
ENSRNOG00000050364,Mir3569
ENSRNOG00000010232,Enpp5
ENSRNOG00000027186,AABR07060588.1
ENSRNOG00000014712,Zfp39
ENSRNOG00000017786,Acta1
ENSRNOG00000015768,Nat8f5
ENSRNOG00000055141,AABR07001518.1
ENSRNOG00000010261,Rnase10
ENSRNOG00000056561,LOC108352818
ENSRNOG00000055714,Ak7
ENSRNOG00000002040,Bmp2k
ENSRNOG00000055486,AABR07025316.1
ENSRNOG00000055136,AABR07001610.1
ENSRNOG00000004843,Pole3
ENSRNOG00000046426,Ankrd66
ENSRNOG00000048499,Olr410
ENSRNOG00000053737,AABR07063811.1
ENSRNOG00000016208,Setbp1
ENSRNOG00000047903,Slco6d1
ENSRNOG00000010407,LOC103690024
ENSRNOG00000056620,AABR07006263.1
ENSRNOG00000032777,AABR07058519.1
ENSRNOG00000011559,Cnn3
ENSRNOG00000046991,RGD1565472
ENSRNOG00000054459,Mboat7
ENSRNOG00000049324,Tspan4
ENSRNOG00000058399,AABR07006389.1
ENSRNOG00000037853,Rarres1
ENSRNOG00000028750,Tubal3
ENSRNOG00000006278,Tspyl5
ENSRNOG00000049096,Mcpt8l2
ENSRNOG00000053686,AC113858.1
ENSRNOG00000061184,AABR07065364.1
ENSRNOG00000038622,Zfp628
ENSRNOG00000000961,Glt1d1
ENSRNOG00000060644,AABR07035307.1
ENSRNOG00000002403,Niban1
ENSRNOG00000054433,Rnase1l2
ENSRNOG00000051858,AC120727.1
ENSRNOG00000013733,Ppp4r1
ENSRNOG00000046585,AABR07054370.1
ENSRNOG00000053455,AABR07025178.1
ENSRNOG00000024863,Fam76b
ENSRNOG00000061232,AABR07008655.1
ENSRNOG00000028444,AABR07006258.1
ENSRNOG00000037211,Kif14
ENSRNOG00000007806,Arf5
ENSRNOG00000004823,Dock4
ENSRNOG00000059629,LOC102551183
ENSRNOG00000006049,Rfx1
ENSRNOG00000003247,Sde2
ENSRNOG00000018105,Thtpa
ENSRNOG00000052070,Aldh1a3
ENSRNOG00000056333,AABR07072528.1
ENSRNOG00000024352,Tyw1
ENSRNOG00000054988,AABR07059807.2
ENSRNOG00000002970,Zswim7
ENSRNOG00000023612,Doxl1
ENSRNOG00000060961,AABR07070246.1
ENSRNOG00000017214,Olr153
ENSRNOG00000009316,Bmp10
ENSRNOG00000001298,Slc5a4b
ENSRNOG00000048267,Tor1aip2
ENSRNOG00000056309,AABR07028793.1
ENSRNOG00000028156,Pld1
ENSRNOG00000030517,Zfp879
ENSRNOG00000046657,AABR07008242.1
ENSRNOG00000029935,AABR07038981.1
ENSRNOG00000013057,Prc1
ENSRNOG00000054013,Clec4g
ENSRNOG00000005149,Sacm1l
ENSRNOG00000021050,Olr319
ENSRNOG00000018291,LOC103693015
ENSRNOG00000019162,Emc9
ENSRNOG00000013583,Tbc1d8
ENSRNOG00000023521,Map3k10
ENSRNOG00000020710,Raver1
ENSRNOG00000052420,AABR07034980.1
ENSRNOG00000017843,Polr3k
ENSRNOG00000027212,Tekt3
ENSRNOG00000003745,Atf3
ENSRNOG00000021795,Fam227a
ENSRNOG00000048470,LOC100911238
ENSRNOG00000060702,U1
ENSRNOG00000027705,Nlrp4b
ENSRNOG00000030225,Clpx
ENSRNOG00000060430,Y_RNA
ENSRNOG00000028629,Akt1
ENSRNOG00000053353,AC118772.4
ENSRNOG00000053730,U4
ENSRNOG00000050140,AABR07019511.1
ENSRNOG00000018885,LOC100910046
ENSRNOG00000050950,LOC100910439
ENSRNOG00000059332,U6
ENSRNOG00000059200,U6
ENSRNOG00000038319,Akr1c19
ENSRNOG00000057448,7SK
ENSRNOG00000034354,5S_rRNA
ENSRNOG00000047205,AABR07029217.1
ENSRNOG00000052574,AABR07021955.1
ENSRNOG00000011585,Fat3
ENSRNOG00000042276,Trappc2
ENSRNOG00000052139,U6
ENSRNOG00000020774,LOC103690163
ENSRNOG00000044193,5S_rRNA
ENSRNOG00000055310,Olr276
ENSRNOG00000048183,Mir328b
ENSRNOG00000008364,Cat
ENSRNOG00000053707,Gm26416
ENSRNOG00000061907,SNORA70
ENSRNOG00000061587,Metap1d
ENSRNOG00000023020,Fdx2
ENSRNOG00000056856,U1
ENSRNOG00000060570,AABR07061187.1
ENSRNOG00000014188,Tma16
ENSRNOG00000056028,Rfxap
ENSRNOG00000059998,U6
ENSRNOG00000017438,AABR07007068.1
ENSRNOG00000054965,AABR07065656.6
ENSRNOG00000061829,7SK
ENSRNOG00000058877,AABR07034131.1
ENSRNOG00000056601,AABR07010660.1
ENSRNOG00000050007,Mir6327
ENSRNOG00000016591,Utp15
ENSRNOG00000046587,Mir193b
ENSRNOG00000036497,Mir433
ENSRNOG00000025370,Zfp385c
ENSRNOG00000052009,AABR07010306.1
ENSRNOG00000008992,Grik3
ENSRNOG00000003476,Slc6a4
ENSRNOG00000053632,5_8S_rRNA
ENSRNOG00000033734,Tnnt2
ENSRNOG00000056183,AABR07030781.1
